[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,marginal-pivotality,variance-of-perceived-pivotality,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
500,400,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.85,44.87121386,44.21643721,-1.75940238,34.88570265,0.803
501,400,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.809,39.20611621,45.74591693,1.25,20.10546517,0.811
503,400,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.81,39.76761505,45.35947952,0.286,20.49327153,0.812
502,400,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.856,42.87994564,40.37215524,0.68224651,32.76526207,0.807
505,400,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.799,38.01464795,46.29637358,0.554,19.87914144,0.794
504,400,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.862,42.68150588,41.67764397,0.475870956,33.5204942,0.796
507,400,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.808,78.68304165,88.17278988,-1.334,20.21011858,0.806
506,400,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.864,44.77901138,42.96914355,2.047122139,35.36873813,0.792
509,400,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.808,77.9748983,90.2443951,-0.546,19.98522688,0.811
508,400,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,94.9650692,70.54122656,-3.653368178,59.05191885,0.797
511,400,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.783,78.02278744,95.68403948,0.096,19.94564144,0.777
510,400,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.982,99.2340897,73.05857773,-0.42890771,61.58412695,0.81
513,400,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.786,75.6428868,96.3683259,-0.068,20.05785865,0.798
512,400,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.925,91.02209009,73.79162337,1.591364568,60.13658587,0.799
515,400,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.807,76.41515844,90.50331938,-0.306,20.29448768,0.816
514,400,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.898,91.26474481,78.51053521,-1.055243949,62.83746516,0.783
517,400,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.786,74.82402729,92.44399125,-0.888,20.41107709,0.788
516,400,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.883,87.55210915,78.26930952,-2.078161678,63.31112096,0.796
519,400,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.8,75.37635372,88.25283028,0.366,19.45581077,0.799
518,400,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.88,88.45100887,79.58945637,-3.232355006,62.76124028,0.804
521,400,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.796,74.7901002,88.99689997,0.312,19.31496114,0.796
520,400,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.861,92.97822432,85.45953275,-2.440556407,69.18064505,0.809
523,400,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.819,77.70308978,89.88808509,-0.482,20.11467813,0.818
522,400,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.846,86.67127577,85.05681049,3.799885518,65.57885228,0.804
525,400,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.786,75.2596106,91.55456003,0.514,19.99909417,0.789
524,400,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.848,81.50841588,82.97951316,0.610045776,67.11783445,0.784
527,400,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.788,76.15163747,94.41927724,-1.478,19.68997743,0.79
526,400,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.826,80.72598667,85.72760215,-1.884899904,67.25182622,0.811
529,500,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.756,38.7524367,51.72873192,1.118,21.40421025,0.767
528,400,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.807,78.36260817,90.01290677,-0.05665445,69.82949732,0.783
531,500,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.795,42.97769895,50.4983702,0.952,22.09465704,0.8
530,500,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.993,55.86047467,42.23428983,1.399926025,34.96907104,0.798
533,500,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.781,43.11262356,53.12886258,-0.846,22.86191048,0.776
532,500,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.978,52.96955824,41.84042639,1.495487568,33.66754951,0.806
535,500,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.766,39.09202736,50.41843649,0.684,21.16232473,0.768
534,500,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.937,51.37638753,42.4137724,-1.162555878,33.82710659,0.768
537,500,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.794,44.53283236,52.31245912,0.04,22.10989026,0.79
536,500,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.911,51.15696564,43.72542457,-1.305044613,35.03646646,0.778
539,500,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.795,41.57634948,50.28560884,-1.59,22.96892404,0.784
538,500,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.898,50.48514951,43.50364281,-2.02784454,36.18266473,0.808
541,500,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.776,41.18217965,53.7123365,1.116,22.69055763,0.783
540,500,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.877,50.58225122,44.92536541,-0.304748079,36.3734589,0.79
543,500,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.809,42.20080244,50.74000625,-1.36,22.28557935,0.808
542,500,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.861,47.0642032,46.33997246,-0.153975169,35.54585192,0.782
545,500,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.796,42.89801425,50.58481987,0.788,22.21297982,0.783
544,500,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.849,45.70086684,46.38401816,0.461203372,36.78565815,0.778
547,500,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.788,41.21544061,52.82501922,-0.234,22.24149114,0.79
546,500,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.826,46.18375585,48.68547646,-0.242782219,37.64141203,0.809
549,500,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.81,42.89774637,50.89081506,0.578,22.1471536,0.802
548,500,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.827,43.7178275,46.42981518,0.095850517,37.74097611,0.802
551,500,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.794,86.29396509,103.1499122,0.608,21.94593265,0.792
550,500,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.831,46.27834258,48.71489557,-0.654064118,39.83754847,0.791
553,500,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.814,89.57315571,102.9304115,-0.398,22.47270831,0.812
552,500,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.993,108.47451,82.47918438,1.232991514,68.13542755,0.779
555,500,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.803,89.91013298,103.342955,-0.566,23.02150372,0.804
554,500,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.976,108.9823776,81.60042258,-2.100001972,68.20616961,0.8
557,500,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.785,83.07047205,103.6594025,-0.04,22.39419344,0.787
556,500,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.933,98.51041316,80.49664913,1.771610608,64.99031301,0.777
559,500,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.778,85.48392068,104.058221,-0.182,22.5963154,0.787
558,500,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.92,101.8068424,83.40167169,-0.101876123,69.26485531,0.799
561,500,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.774,82.7743954,104.327093,0.062,22.45636757,0.781
560,500,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.9,100.2569243,85.82728404,5.869970512,68.44832722,0.786
563,500,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.776,84.47956076,105.8509402,-0.476,23.06342007,0.778
562,500,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.873,98.53689752,89.88973894,5.479930434,71.099848,0.8
565,500,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.814,91.25994398,104.3476065,-0.418,22.99595813,0.812
564,500,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.867,98.57204025,90.19793446,0.7846434,72.98537791,0.796
567,500,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.78,84.67217016,107.3792668,-1.016,22.49448256,0.78
566,500,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.854,95.98276177,93.35424332,-0.153298585,75.1527806,0.784
569,500,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.765,81.32978926,105.3471061,-1.592,21.80047699,0.76
568,500,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.836,93.67814534,94.41924221,1.443020981,74.76307482,0.778
571,500,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.802,86.29630514,103.6833429,-0.59,22.52543663,0.803
570,500,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.834,91.92508556,96.23689912,-0.587896306,76.48595304,0.791
573,600,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.803,49.49877481,56.68529003,-0.128,25.77067604,0.802
572,500,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.837,91.82081155,95.4502537,1.90259048,76.54317292,0.79
575,600,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.799,47.39801351,56.319633,-1.516,24.25188442,0.8
574,600,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.984,58.0897123,43.87740802,-0.179585085,36.39081069,0.8
577,600,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.806,47.86181593,55.89299294,0.376,24.60064665,0.803
576,600,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.985,58.67460152,44.29377429,-0.744421715,36.82430517,0.801
579,600,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.773,42.63948203,56.15542477,0.87,23.84583242,0.785
578,600,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.935,56.84398055,45.71759523,-0.383146869,37.54121514,0.812
581,600,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.793,46.88109607,58.10700733,-0.886,24.5991895,0.791
580,600,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.914,56.9650347,47.65185083,-1.75456925,38.53441282,0.814
583,600,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.806,48.15555755,56.83865822,0.09,24.9916082,0.815
582,600,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.898,53.54977133,46.9843624,-0.027211004,37.78561636,0.773
585,600,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.782,48.77582151,56.91731916,0.654,24.59359935,0.787
584,600,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.903,59.58974651,49.52244588,0.214085419,41.05389175,0.794
587,600,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.774,47.05439964,55.88329406,0.956,24.82850214,0.777
586,600,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.849,54.77728164,53.30935562,-0.43710444,40.65967336,0.791
589,600,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.783,44.66016394,55.88307763,-1.356,23.71927208,0.793
588,600,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.85,51.93655495,50.21473996,-0.691572687,39.83043448,0.812
591,600,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.796,44.7022022,55.75116052,2.062,24.11318315,0.806
590,600,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.847,53.37415793,52.09594927,0.471224496,42.17467922,0.782
593,600,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.779,48.27444297,57.7868001,0.952,25.39122704,0.779
592,600,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.856,54.06615369,54.25277484,-0.295561704,43.18118445,0.791
595,600,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.814,99.66886371,112.5857302,-0.65,24.85347451,0.811
594,600,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.857,53.85614667,52.48327888,-0.593133373,43.3931049,0.795
597,600,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.796,97.71480102,113.1669058,0.062,24.45727528,0.802
596,600,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.988,113.5245749,89.91047626,1.770763639,72.45659802,0.769
599,600,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.791,90.26847434,111.5948648,-0.332,24.14424819,0.792
598,600,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.979,117.6391781,86.98303511,-5.211200944,73.16734478,0.811
601,600,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.796,93.70680931,112.4619081,-0.544,24.49211971,0.797
600,600,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.945,119.484816,90.76853175,-0.445111688,77.31556539,0.8
603,600,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.795,93.28175012,110.6486663,-0.51,24.25820192,0.791
602,600,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.917,116.7836691,95.38136076,-0.055292965,77.88966676,0.816
605,600,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.799,91.54536875,109.2014844,1.252,24.19656938,0.8
604,600,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.899,107.1636847,94.1039824,1.757948736,76.2747623,0.79
607,600,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.786,90.90127867,112.920093,0.75,24.3040776,0.786
606,600,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.881,109.15396,97.55114015,0.185924066,79.18161928,0.787
609,600,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.799,94.8194875,116.7229302,0.534,24.6957633,0.796
608,600,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.88,108.6099025,100.6445239,1.827028375,80.97992775,0.806
611,600,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.792,95.1895959,114.1089902,0.442,25.26925347,0.789
610,600,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.854,104.6466917,103.9924013,-1.67134508,82.65550857,0.764
613,600,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.77,85.634473,110.0907002,-0.54,23.92038011,0.772
612,600,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.853,107.0777308,106.3821347,-0.284011159,85.27533804,0.794
614,600,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.835,96.17287215,103.9909299,-1.820178938,80.63663413,0.796
615,600,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.76,85.20546319,114.2366995,0.306,23.9707522,0.771
617,700,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.774,49.06210392,60.2636001,-0.896,26.08166861,0.777
616,600,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.826,101.2989279,106.0194782,-1.422141789,84.97456376,0.806
619,700,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.799,50.84308509,60.21145402,-0.206,25.86903111,0.796
618,700,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.988,64.0743984,48.35231501,-0.157072181,40.2175548,0.806
621,700,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.813,52.97490274,59.94361084,0.022,27.02276347,0.823
620,700,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.976,64.86574805,51.10178809,-0.992970117,41.47620541,0.803
623,700,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.779,50.00854368,62.21367272,0.408,26.57163126,0.78
622,700,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.936,59.85103636,46.93152921,0.884662147,38.90082923,0.781
625,700,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.793,48.76913349,61.30079558,0.398,26.0868956,0.788
624,700,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.913,61.55923789,49.96463811,0.187958927,41.12150899,0.797
627,700,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.789,51.50055197,62.49750593,-0.154,26.42329416,0.785
626,700,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.898,58.70865898,52.4748096,-0.033484925,41.48041655,0.799
629,700,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.794,50.19675802,62.69656989,-0.804,26.09633313,0.797
628,700,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.884,59.93188912,52.31746952,-1.131561198,42.54607583,0.814
631,700,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.782,48.23247237,61.657456,-0.334,25.16405519,0.781
630,700,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.85,56.5634271,55.55640944,1.064396327,43.40016301,0.796
633,700,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.796,50.52988333,59.17808104,-2.258,25.70537302,0.794
632,700,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.841,60.27781887,56.77558539,0.618251243,45.56330742,0.795
635,700,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.791,49.54538024,60.21704519,0.13,25.66050587,0.798
634,700,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.86,56.15566891,53.88764217,-0.233423891,44.53584077,0.782
637,700,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.809,52.99905822,61.45181479,0.352,26.62917966,0.805
636,700,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.846,56.59838255,56.80795531,0.785098465,45.73630495,0.796
639,700,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.786,100.7801057,121.589665,-0.81,26.33798758,0.786
638,700,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.837,56.22841684,59.97392141,0.496081201,46.67381959,0.787
641,700,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.795,104.2194525,120.7825144,0.62,26.81459719,0.799
640,700,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.99,126.2518833,96.7218536,-1.869554104,79.56481932,0.792
643,700,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.798,101.7960789,121.3215199,-0.664,26.56992783,0.803
642,700,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.977,124.0605275,94.36298845,1.704363922,78.08159454,0.791
645,700,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.776,96.22965332,126.4829623,0.656,26.02750651,0.775
644,700,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.93,122.4902116,99.84984307,-4.285727338,79.91907868,0.776
647,700,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.779,96.27163115,120.2688466,0.138,25.97606036,0.784
646,700,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.909,120.2639613,102.2999376,1.012283734,81.6054925,0.772
649,700,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.8,104.6631568,124.5504656,0.408,27.46976746,0.791
648,700,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.891,125.272591,109.3709785,3.17377766,88.73778361,0.809
651,700,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.788,99.26586636,120.9660339,-0.754,26.06351455,0.79
650,700,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.874,123.1958402,108.7734331,5.406039344,86.11694672,0.796
652,700,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.885,120.6187424,106.1236746,-3.042470471,88.15085132,0.814
653,700,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.784,103.3665217,122.8239114,-0.214,26.15067995,0.782
655,700,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.779,100.8076729,122.6614151,1.136,26.41270783,0.776
654,700,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.867,117.5450076,109.4843699,-4.117990517,90.11448592,0.799
657,700,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.802,104.4892734,126.2147143,-0.29,26.29546256,0.796
656,700,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.858,116.4163617,113.3146568,-3.442690778,92.57603202,0.814
659,700,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.815,107.8893974,119.7391874,-1.062,26.64571542,0.819
658,700,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.851,110.51998,115.619712,0.20114099,91.4757468,0.811
661,800,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.786,51.82906397,63.87062074,-0.622,27.5201467,0.781
660,700,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.834,108.5864932,115.241849,1.949297429,93.50044083,0.797
663,800,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.779,54.12970388,68.90554398,1.14,28.64249977,0.779
662,800,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.985,64.28968561,50.93126279,0.744241586,41.04098215,0.778
665,800,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.799,54.68632713,68.45475865,-0.048,28.84978347,0.8
664,800,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.988,68.39961205,52.36428295,-2.117966456,43.20887513,0.799
667,800,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.801,52.47927011,63.23095638,0.512,27.79565532,0.798
666,800,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.931,66.85310666,54.33294109,2.072258081,44.06446992,0.792
669,800,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.785,51.61740105,65.82003766,-0.662,28.31224716,0.786
668,800,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.911,66.31275242,55.25725387,1.283577428,44.8819819,0.801
671,800,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.792,54.74023858,65.78447901,0.75,28.4401537,0.791
670,800,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.889,63.26974946,58.40424891,0.276814016,45.45235427,0.772
673,800,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.804,53.22875741,62.90235898,-0.87,27.34788853,0.806
672,800,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.885,64.18490024,57.16289807,-0.678510368,45.64854074,0.792
675,800,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.803,54.96313431,64.58357539,0.466,27.86099566,0.802
674,800,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.869,63.22522648,59.28347793,-0.74530125,47.50028037,0.813
677,800,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.8,55.01624672,66.62982105,-0.252,29.05588995,0.805
676,800,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.871,64.45918278,59.51152133,1.333408112,48.29109183,0.788
678,800,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.863,61.80849387,58.10548303,-0.742623628,47.50454941,0.783
679,800,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.792,54.03429051,66.60092009,-0.358,28.25884637,0.793
681,800,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.784,54.74623104,65.86482618,0.266,28.80880406,0.781
680,800,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.84,60.51188105,60.45536412,0.708159943,50.16617498,0.792
683,800,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.778,103.3743007,133.0273166,0.926,27.76972599,0.785
682,800,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.82,58.83917077,63.23663698,-2.96976978,49.98979681,0.795
685,800,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.777,106.5501956,133.6248996,0.298,27.53356666,0.777
684,800,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.991,134.3574786,100.0130096,0.32647927,83.71670356,0.811
687,800,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.794,111.5531171,132.3503285,0.04,28.42348139,0.798
686,800,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.98,130.8614632,99.38461243,2.12751565,82.42649826,0.8
689,800,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.791,113.8831685,134.8467438,-1.658,29.10116688,0.792
688,800,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.954,135.6547084,106.7655532,0.720895618,87.96133739,0.785
691,800,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.794,108.0122123,127.1758921,0.854,27.91512024,0.789
690,800,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.908,131.1726778,114.0113635,-0.240041285,90.12439528,0.78
693,800,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.784,102.8751082,127.0442106,0.994,27.74862069,0.786
692,800,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.887,125.0395731,112.2397184,-2.982913775,89.51288743,0.787
695,800,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.766,107.2076397,135.2120267,0.1,28.20044796,0.761
