[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,marginal-pivotality,variance-of-perceived-pivotality,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
38,10,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.863,13.59817935,13.10919501,-0.065031094,10.40211458,0.818
40,10,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.865,13.9846127,13.05199331,0.143420129,10.81222005,0.825
41,10,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.794,11.60148733,14.68184784,-0.096,3.124187021,0.831
43,10,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.773,11.258709,15.33451697,-0.07,3.203960887,0.826
42,10,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.842,13.43679509,13.73981238,-0.022693639,11.23378989,0.844
45,20,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.788,8.2800757,10.42510215,0.006,4.45688544,0.817
44,10,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.855,12.91206805,12.94298377,0.433695824,10.41814695,0.835
46,20,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.991,10.77043538,8.199666378,-0.162432305,6.777831788,0.822
47,20,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.812,8.526378139,10.45393431,0.034,4.395243129,0.825
49,20,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.808,8.965788869,10.42145007,0.128,4.556794968,0.821
48,20,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.987,10.75975589,7.69409141,-0.263870766,6.626696966,0.825
51,20,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.777,8.46660125,10.63419726,0.164,4.531847487,0.789
50,20,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.946,10.65730816,8.372054434,-0.057525344,6.880403661,0.802
53,20,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.795,8.578139924,10.30615533,0.01,4.469437982,0.822
52,20,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.918,10.23575045,8.309620192,-0.421169548,7.054469231,0.807
55,20,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.793,8.540077613,10.3920388,0.082,4.424573748,0.82
54,20,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.915,9.99972872,8.451738693,-0.117376063,6.991782307,0.809
57,20,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.781,8.046356519,10.2315832,-0.082,4.361685488,0.807
56,20,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.889,10.24957129,9.013180052,-0.164576396,7.351886468,0.82
59,20,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.804,8.6963777,10.60984594,-0.054,4.376784235,0.826
58,20,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.884,10.17421337,8.866585361,-0.274233099,7.177441865,0.83
61,20,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.767,7.778447621,10.41212897,-0.172,4.397016005,0.78
60,20,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.836,9.168321633,9.429144915,0.281917647,7.417465424,0.803
63,20,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.787,8.233469946,10.46684664,-0.146,4.418394075,0.797
62,20,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.852,9.838642147,9.76763526,-0.057039476,7.890663576,0.804
65,20,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.784,8.238891746,10.09920667,0.056,4.429953554,0.799
64,20,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.833,9.401252331,9.590638199,-2.78E-04,7.85577958,0.787
67,20,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.778,17.02586578,21.29450809,-0.088,4.441168763,0.804
66,20,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.83,9.384820264,9.682108344,-0.252836341,7.810149716,0.801
69,20,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.807,17.72172888,21.22594235,-0.138,4.505691651,0.833
68,20,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,21.92015953,15.99409896,0.068927669,13.58183504,0.816
70,20,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.981,21.89809496,16.09320157,-0.33721024,13.58894847,0.824
71,20,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.819,18.66659438,20.90299587,-0.362,4.598053729,0.821
73,20,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.77,16.59799352,21.0524447,0.07,4.572527529,0.802
72,20,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.948,21.29850582,16.88439608,0.562576351,13.8846638,0.803
75,20,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.789,16.55816257,20.94967703,-0.094,4.636449144,0.83
74,20,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.918,20.55123658,17.96360782,0.716916658,14.01091325,0.822
76,20,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.879,19.94868862,18.32035806,-0.626412198,14.11132416,0.8
77,20,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.788,17.36951886,20.88117125,0.112,4.417122023,0.824
79,20,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.803,17.40393972,21.1500914,-0.076,4.43055909,0.823
78,20,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.878,19.6044411,17.7409102,0.299812087,14.29438832,0.796
81,20,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.788,17.12518135,21.22175168,0.082,4.532749918,0.828
80,20,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.879,19.87196939,18.43402969,0.043185325,14.93776753,0.8
83,20,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.809,17.34818126,20.99750026,0.066,4.486844746,0.837
82,20,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.856,19.14006407,18.4548663,-0.307726782,14.72104056,0.817
85,20,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.804,16.4327087,20.28324286,-0.04,4.373731762,0.825
84,20,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.848,19.58181264,19.04203732,0.262860407,15.37165784,0.811
87,20,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.77,16.79782656,21.57210518,0.24,4.558418495,0.803
86,20,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.842,17.89297725,18.85309708,-0.403185072,15.12426622,0.803
89,30,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.809,10.49151831,12.75510193,0.046,5.422849001,0.82
88,20,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.83,18.54275916,19.86096832,-0.16695331,15.72527029,0.785
91,30,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.799,10.66409035,12.51069761,0.088,5.468286583,0.826
90,30,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.99,13.18320039,10.27568263,0.255495668,8.356855559,0.805
93,30,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.771,9.585788989,12.74314808,-0.112,5.402281059,0.782
92,30,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.977,13.15758628,9.952476038,0.059662844,8.272870517,0.822
95,30,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.797,9.996102516,12.39023227,-0.084,5.416852064,0.8
94,30,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.936,13.15355352,10.72623746,0.267779817,8.642711121,0.804
97,30,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.801,10.57974593,13.03997392,0.22,5.786283875,0.815
96,30,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.919,12.7264637,10.29341814,0.191202817,8.585629027,0.809
99,30,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.802,10.31709409,12.86221954,-0.084,5.579971333,0.805
98,30,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.871,12.07139498,11.16933265,-0.376250151,8.639035876,0.814
101,30,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.774,9.790832306,12.83246458,-0.276,5.380778455,0.785
100,30,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.892,12.25728982,11.0379429,-0.53684015,8.838635462,0.802
103,30,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.809,10.37520664,12.8459724,-0.148,5.657747441,0.82
102,30,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.859,12.40758601,12.01015352,0.144909277,9.403740784,0.812
105,30,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.793,10.29122607,12.70165554,0.086,5.458424534,0.793
104,30,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.839,11.4223866,11.30246316,0.049347118,8.951776367,0.793
106,30,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.828,11.74365561,11.85401843,-0.035300804,9.529711452,0.798
107,30,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.783,9.600310119,12.23251351,-0.092,5.260723449,0.794
109,30,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.795,10.17587034,12.40873397,0,5.418981949,0.812
108,30,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.841,11.16560781,11.69478314,0.021547353,9.316052896,0.784
110,30,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.852,11.68682235,11.80200001,-0.036836867,9.769950537,0.817
111,30,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.788,20.52047648,26.26232271,-0.092,5.455758545,0.798
113,30,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.774,19.93821817,25.0920274,0.286,5.41475055,0.785
112,30,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.994,27.12036133,20.14262546,0.269699161,16.91112657,0.792
114,30,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.983,26.24002782,19.91337211,-0.302888164,16.53574818,0.804
115,30,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.78,20.50237557,25.67925663,-0.006,5.459099355,0.791
116,30,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.934,26.16023,20.57954796,0.579201128,17.0191678,0.805
117,30,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.785,20.01526519,24.2863645,0.196,5.444191696,0.796
118,30,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.915,26.23984064,21.7591528,-0.666190203,17.81422943,0.809
119,30,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.804,20.77326741,25.08960829,-0.244,5.440042101,0.813
121,30,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.78,20.9696852,25.617533,-0.132,5.574733505,0.792
120,30,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.901,24.97821074,21.35411516,-0.622714006,17.13987216,0.788
123,30,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.766,19.24071836,25.61345779,-0.278,5.185518837,0.777
122,30,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.899,25.32576775,22.04118808,0.685281917,18.43379968,0.805
125,30,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.797,21.20698601,25.43605144,0.13,5.407433804,0.812
124,30,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.859,23.18574,22.16078667,-0.58186854,17.4153118,0.792
126,30,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.864,22.70861018,22.54537301,-1.140259487,18.00534747,0.778
127,30,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.765,20.13986487,27.23042884,0.07,5.686425541,0.783
128,30,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.859,23.63822131,22.84971477,0.947804158,19.13366751,0.797
129,30,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.791,20.3605126,25.580335,-0.008,5.477767971,0.805
131,30,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.78,19.67550824,25.33142843,-0.256,5.386230173,0.8
130,30,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.844,22.78788184,23.44414949,-0.889768993,18.70736672,0.806
133,40,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.788,11.98214542,14.63788323,0.17,6.371789364,0.795
132,30,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.846,23.24936569,23.36741263,-0.445371145,18.71413239,0.809
134,40,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,14.71371651,11.52157867,-0.37418093,9.335895947,0.797
135,40,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.788,12.13409201,14.44702364,0.254,6.399721903,0.797
137,40,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.831,12.7280621,14.21844098,-0.036,6.569769088,0.841
136,40,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.98,14.85637049,11.45117135,0.362849677,9.407020684,0.792
139,40,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.797,12.543159,14.7002002,-0.082,6.202236995,0.808
138,40,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.941,14.88924446,12.02822495,0.565174515,9.809337923,0.785
140,40,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.916,14.43557658,11.7964957,0.266076916,9.6692766,0.796
141,40,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.781,11.75806304,15.12960518,0.062,6.276906528,0.79
142,40,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.905,14.45448501,12.46107541,-0.230915568,10.09948501,0.806
143,40,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.788,11.86173012,14.63050575,0.16,6.25375963,0.808
145,40,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.781,11.75394461,14.7076008,-0.242,6.320869354,0.792
144,40,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.878,14.19820908,13.14973058,-0.173201899,10.26291213,0.787
147,40,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.787,11.54963957,14.45767806,0.454,6.102714734,0.784
146,40,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.865,13.83393604,12.9564234,0.012841527,10.36254695,0.78
149,40,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.802,11.93465209,14.55614558,-0.036,6.23647317,0.808
148,40,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.871,13.97763509,13.21267993,-0.051198679,10.80815702,0.805
150,40,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.863,13.74256567,13.39867137,-0.368694915,10.99484146,0.811
151,40,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.796,12.7788925,14.98222487,0.302,6.358712859,0.814
153,40,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.782,11.6810085,15.14190606,-0.078,6.188716847,0.792
