"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/05/2019 14:20:26:937 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"6065","1500","0.9","2","1","Normal mean = 0","50","[-23.90233046746202 0.6915993452493387]","[0 0]","false"
"6067","1500","0.9","2","1","Normal mean = 0","50","[-16.926316472686768 6.407383883950987]","[0 0]","false"
"6069","1500","0.9","2","1","Normal mean = 0","50","[7.319147785784158 -5.766375137100915]","[0 0]","false"
"6068","1500","0.9","2","1","Normal mean = 0","50","[5.14720016172347 40.108623022132285]","[0 0]","false"
"6070","1500","0.9","2","1","Normal mean = 0","50","[-1.0584725143310707 38.46618073450867]","[0 0]","false"
"6071","1500","0.9","2","1","Normal mean = 0","50","[58.57887012749337 -5.568543226078997]","[0 0]","false"
"6072","1500","0.9","2","1","Normal mean = 0","50","[-25.490580336717994 -9.066613876285157]","[0 0]","false"
"6074","1500","0.9","2","1","Normal mean = 0","50","[-76.33728423552154 -7.998087953109192]","[0 0]","false"
"6073","1500","0.9","2","1","Normal mean = 0","50","[5.073279553059719 -5.953182259814247]","[0 0]","false"
"6075","1500","0.9","2","1","Normal mean = 0","50","[8.383620157515383 -66.85701088917872]","[0 0]","false"
"6076","1500","0.9","2","1","Normal mean = 0","50","[-7.6816105315786825 7.721266781286075]","[0 0]","false"
"6077","1500","0.9","2","1","Normal mean = 0","50","[-41.76773160228147 12.26509566331434]","[0 0]","false"
"6078","1500","0.9","2","1","Normal mean = 0","50","[8.604317194486399 -0.1491346932391219]","[0 0]","false"
"6079","1500","0.9","2","1","Normal mean = 0","50","[0.22397595265781325 12.753802764700401]","[0 0]","false"
"6080","1500","0.9","2","1","Normal mean = 0","50","[21.217179090735243 -3.806611544642388]","[0 0]","false"
"6081","1500","0.9","2","1","Normal mean = 0","50","[32.90420893950714 3.309551052323431]","[0 0]","false"
"6082","1500","0.9","2","1","Normal mean = 0","50","[18.600844135988115 -13.114360725705284]","[0 0]","false"
"6083","1500","0.9","2","1","Normal mean = 0","50","[48.83004282612498 -11.961930729916782]","[0 0]","false"
"6084","1500","0.9","2","1","Normal mean = 0","50","[-39.21866612410215 3.759927111537689]","[0 0]","false"
"6085","1500","0.9","2","1","Normal mean = 0","50","[10.94812637021832 2.844977990975616]","[0 0]","false"
"6087","1500","0.9","2","1","Normal mean = 0","50","[-21.129775877840846 2.340623966745068]","[0 0]","false"
"6086","1500","0.9","2","1","Normal mean = 0","50","[-6.7020607266697345 -9.042920219051156]","[0 0]","false"
"6089","1500","0.9","2","1","Normal mean = 0","50","[-11.689335316576749 28.79767291956395]","[0 0]","false"
"6090","1500","0.9","2","1","Normal mean = 0","50","[-25.22803278478175 46.198543025321065]","[0 0]","false"
"6091","1500","0.9","2","1","Normal mean = 0","50","[24.630118063502533 3.7454106305742703]","[0 0]","false"
"6088","1500","0.9","2","1","Normal mean = 0","50","[9.280750054852419 26.575893670011002]","[0 0]","false"
"6092","1500","0.9","2","1","Normal mean = 0","50","[15.384079298933198 -57.97023847957367]","[0 0]","false"
"6093","1500","0.9","2","1","Normal mean = 0","50","[10.509485734033712 15.384602823888187]","[0 0]","false"
"6094","1500","0.9","2","1","Normal mean = 0","50","[14.726119684377739 42.76395981418396]","[0 0]","false"
"6095","1500","0.9","2","1","Normal mean = 0","50","[-29.39712049881431 -15.209235619523774]","[0 0]","false"
"6096","1500","0.9","2","1","Normal mean = 0","50","[-15.017325349330708 -12.863058903567607]","[0 0]","false"
"6097","1500","0.9","2","1","Normal mean = 0","50","[37.26408027599559 -3.4270645677788942]","[0 0]","false"
"6098","1500","0.9","2","1","Normal mean = 0","50","[-18.550027874951102 -16.78108092207064]","[0 0]","false"
"6099","1500","0.9","2","1","Normal mean = 0","50","[-1.5544320283264155 18.9126034914043]","[0 0]","false"
"6100","1500","0.9","2","1","Normal mean = 0","50","[-28.110448223400574 12.857390563639626]","[0 0]","false"
"6101","1500","0.9","2","1","Normal mean = 0","50","[-1.9965681328019742 47.58346430569762]","[0 0]","false"
"6102","1500","0.9","2","1","Normal mean = 0","50","[1.8468808267177692 50.21058745930931]","[0 0]","false"
"6103","1500","0.9","2","1","Normal mean = 0","50","[-100.45213648555708 -1.362659965410225]","[0 0]","false"
"6104","1500","0.9","2","1","Normal mean = 0","50","[-3.5328617957965283 -32.91894563912948]","[0 0]","false"
"6105","1500","0.9","2","1","Normal mean = 0","50","[-6.6582077855089485 -24.267309189964628]","[0 0]","false"
"6106","1500","0.9","2","1","Normal mean = 0","50","[36.04930491960036 -10.404482498997854]","[0 0]","false"
"6107","1500","0.9","2","1","Normal mean = 0","50","[4.90645612339065 -35.558376846115976]","[0 0]","false"
"6108","1500","0.9","2","1","Normal mean = 0","50","[85.70151034480165 -26.392172839044605]","[0 0]","false"
"6109","1500","0.9","2","1","Normal mean = 0","50","[77.78367977719238 -8.984192800649742]","[0 0]","false"
"6110","1500","0.9","2","1","Normal mean = 0","50","[-25.81373784453755 -4.137379250967653]","[0 0]","false"
"6111","1500","0.9","2","1","Normal mean = 0","50","[24.60996489429359 13.429218719306485]","[0 0]","false"
"6112","1500","0.9","2","1","Normal mean = 0","50","[-17.302987624481204 -65.12122424123159]","[0 0]","false"
"6113","1500","0.9","2","1","Normal mean = 0","50","[-45.50014834313417 10.340257630839245]","[0 0]","false"
"6114","1500","0.9","2","1","Normal mean = 0","50","[79.78556144417963 5.497050618869581]","[0 0]","false"
"6115","1500","0.9","2","1","Normal mean = 0","50","[57.9903090649033 28.808675049740266]","[0 0]","false"
"6116","1500","0.9","2","1","Normal mean = 0","50","[21.27094492871749 -97.6287917672506]","[0 0]","false"
"6117","1500","0.9","2","1","Normal mean = 0","50","[-5.05968838743225 31.524294148363612]","[0 0]","false"
"6118","1500","0.9","2","1","Normal mean = 0","50","[-2.3284547613835493 20.252540728703863]","[0 0]","false"
"6119","1500","0.9","2","1","Normal mean = 0","50","[-2.232248367754239 -23.364171740191697]","[0 0]","false"
"6120","1500","0.9","2","1","Normal mean = 0","50","[5.660708750117195 -21.919309958518717]","[0 0]","false"
"6122","1500","0.9","2","1","Normal mean = 0","50","[-1.1183100322647075 9.206397861141697]","[0 0]","false"
"6121","1500","0.9","2","1","Normal mean = 0","50","[-9.654066954305996 8.689690894339654]","[0 0]","false"
"6123","1500","0.9","2","1","Normal mean = 0","50","[3.1109786629060867 -49.81506003709661]","[0 0]","false"
"6124","1500","0.9","2","1","Normal mean = 0","50","[18.791818664261395 12.67714637881797]","[0 0]","false"
"6125","1500","0.9","2","1","Normal mean = 0","50","[-26.11533646293789 9.326383152882288]","[0 0]","false"
"6126","1500","0.9","2","1","Normal mean = 0","50","[-5.791997456457064 -14.161327927371081]","[0 0]","false"
"6127","1500","0.9","2","1","Normal mean = 0","50","[-34.486257692421674 3.26830569288935]","[0 0]","false"
"6128","1500","0.9","2","1","Normal mean = 0","50","[-5.814989123616906 7.306381399521017]","[0 0]","false"
"6129","1500","0.9","2","1","Normal mean = 0","50","[13.156762879427182 10.50181059312043]","[0 0]","false"
"6130","1500","0.9","2","1","Normal mean = 0","50","[67.47920868443657 5.536784648224816]","[0 0]","false"
"6131","1500","0.9","2","1","Normal mean = 0","50","[11.026949508129395 -2.1054654483531703]","[0 0]","false"
"6132","1500","0.9","2","1","Normal mean = 0","50","[-20.79836576577617 -5.183928842748316]","[0 0]","false"
"6134","1500","0.9","2","1","Normal mean = 0","50","[2.126834964165358 10.078202417106471]","[0 0]","false"
"6133","1500","0.9","2","1","Normal mean = 0","50","[11.869972876577828 -35.49476676508576]","[0 0]","false"
"6135","1500","0.9","2","1","Normal mean = 0","50","[-11.774627109591538 -37.80307994354994]","[0 0]","false"
"6136","1500","0.9","2","1","Normal mean = 0","50","[-19.712181062082553 10.400385974117249]","[0 0]","false"
"6137","1500","0.9","2","1","Normal mean = 0","50","[5.414868301880323 -10.525605383231843]","[0 0]","false"
"6138","1500","0.9","2","1","Normal mean = 0","50","[-3.037113173141943 -41.26681433257454]","[0 0]","false"
"6140","1500","0.9","2","1","Normal mean = 0","50","[-4.52978707686625 -5.195784859622939]","[0 0]","false"
"6139","1500","0.9","2","1","Normal mean = 0","50","[0.22006598322747517 18.242889990125942]","[0 0]","false"
"6141","1500","0.9","2","1","Normal mean = 0","50","[9.79744525064299 4.579083431466415]","[0 0]","false"
"6142","1500","0.9","2","1","Normal mean = 0","50","[7.249798048527343 48.126625064497894]","[0 0]","false"
"6143","1500","0.9","2","1","Normal mean = 0","50","[-8.111539715067423 -12.273857756328626]","[0 0]","false"
"6144","1500","0.9","2","1","Normal mean = 0","50","[102.02960152767635 2.4792477213247586]","[0 0]","false"
"6145","1500","0.9","2","1","Normal mean = 0","50","[-43.05846981317705 19.725811122724544]","[0 0]","false"
"6146","1500","0.9","2","1","Normal mean = 0","50","[-11.339787638566735 -65.88192381128407]","[0 0]","false"
"6147","1500","0.9","2","1","Normal mean = 0","50","[23.625465012762177 -7.806389787629894]","[0 0]","false"
"6148","1500","0.9","2","1","Normal mean = 0","50","[10.432461211855397 47.369424943281565]","[0 0]","false"
"6149","1500","0.9","2","1","Normal mean = 0","50","[-6.956547132996194 -20.597988710357694]","[0 0]","false"
"6150","1500","0.9","2","1","Normal mean = 0","50","[8.667150505594263 80.17737818007387]","[0 0]","false"
"6151","1500","0.9","2","1","Normal mean = 0","50","[28.23438051556283 5.001566567902616]","[0 0]","false"
"6153","1500","0.9","2","1","Normal mean = 0","50","[-51.78617270770817 13.484429580313064]","[0 0]","false"
"6152","1500","0.9","2","1","Normal mean = 0","50","[3.2292558434124095 3.805854183833795]","[0 0]","false"
"6154","1500","0.9","2","1","Normal mean = 0","50","[6.934785304803067 -13.858468982725347]","[0 0]","false"
"6155","1500","0.9","2","1","Normal mean = 0","50","[37.25373481660789 12.812969200740046]","[0 0]","false"
"6156","1500","0.9","2","1","Normal mean = 0","50","[19.269320260343527 9.716360552990032]","[0 0]","false"
"6157","1500","0.9","2","1","Normal mean = 0","50","[6.321005938648958 37.568798709484085]","[0 0]","false"
"6158","1500","0.9","2","1","Normal mean = 0","50","[-41.885883327814526 1.3973229860633842]","[0 0]","false"
"6159","1500","0.9","2","1","Normal mean = 0","50","[-57.480276252462815 -0.7765368138014954]","[0 0]","false"
"6160","1500","0.9","2","1","Normal mean = 0","50","[56.42847525146182 -0.7085700254807703]","[0 0]","false"
"6161","1500","0.9","2","1","Normal mean = 0","50","[-10.218676460696951 -9.62055694319]","[0 0]","false"
"6162","1500","0.9","2","1","Normal mean = 0","50","[-27.342801250682736 -92.58454681822965]","[0 0]","false"
"6163","1500","0.9","2","1","Normal mean = 0","50","[-12.595568803958253 -8.812755206870971]","[0 0]","false"
"6164","1500","0.9","2","1","Normal mean = 0","50","[17.030944357619468 -67.99360073973023]","[0 0]","false"
"6165","1500","0.9","2","1","Normal mean = 0","50","[-50.38312399877589 -17.905621849954244]","[0 0]","false"
"6166","1500","0.9","2","1","Normal mean = 0","50","[-18.642140775789464 -51.14638077473049]","[0 0]","false"
"6167","1500","0.9","2","1","Normal mean = 0","50","[1.711499283819769 6.600721040317922]","[0 0]","false"
"6168","1500","0.9","2","1","Normal mean = 0","50","[6.868356777712888 22.049207843213548]","[0 0]","false"
"6170","1500","0.9","2","1","Normal mean = 0","50","[-11.86171714974711 -8.26721151325344]","[0 0]","false"
"6169","1500","0.9","2","1","Normal mean = 0","50","[69.44476552537819 -4.2480917166815795]","[0 0]","false"
"6171","1500","0.9","2","1","Normal mean = 0","50","[4.056469711631345 6.869286486075871]","[0 0]","false"
"6172","1500","0.9","2","1","Normal mean = 0","50","[-42.812466358030015 13.844834288026238]","[0 0]","false"
"6173","1500","0.9","2","1","Normal mean = 0","50","[44.9813203439065 20.435189473133928]","[0 0]","false"
"6174","1500","0.9","2","1","Normal mean = 0","50","[-11.166284723988596 24.05939560237853]","[0 0]","false"
"6175","1500","0.9","2","1","Normal mean = 0","50","[6.111894006449311 32.83037241289305]","[0 0]","false"
"6176","1500","0.9","2","1","Normal mean = 0","50","[-12.831302857875114 25.778098612190966]","[0 0]","false"
"6178","1500","0.9","2","1","Normal mean = 0","50","[93.31411032185235 -72.86932939405793]","[0 0]","false"
"6177","1500","0.9","2","1","Normal mean = 0","50","[24.09727162509399 -23.414045978883536]","[0 0]","false"
"6179","1500","0.9","2","1","Normal mean = 0","50","[-18.144490276337407 16.68594539394554]","[0 0]","false"
"6180","1500","0.9","2","1","Normal mean = 0","50","[9.780682206446748 -41.96155227833685]","[0 0]","false"
"6181","1500","0.9","2","1","Normal mean = 0","50","[-10.770457394671995 -1.8174542725205698]","[0 0]","false"
"6182","1500","0.9","2","1","Normal mean = 0","50","[-6.072437813453244 -23.97500646584552]","[0 0]","false"
"6183","1500","0.9","2","1","Normal mean = 0","50","[34.72724750477433 5.4205499819852605]","[0 0]","false"
"6184","1500","0.9","2","1","Normal mean = 0","50","[24.461690642269307 -13.613864146092299]","[0 0]","false"
"6185","1500","0.9","2","1","Normal mean = 0","50","[15.649775658216589 5.027663090214897]","[0 0]","false"
"6186","1500","0.9","2","1","Normal mean = 0","50","[-4.387055786604566 86.04677895095259]","[0 0]","false"
"6187","1500","0.9","2","1","Normal mean = 0","50","[-8.626827852456126 10.102814187585437]","[0 0]","false"
"6188","1500","0.9","2","1","Normal mean = 0","50","[-0.29938192071112957 102.39994522348601]","[0 0]","false"
"6189","1500","0.9","2","1","Normal mean = 0","50","[6.697659769158854 1.5926993350967271]","[0 0]","false"
"6190","1500","0.9","2","1","Normal mean = 0","50","[20.33009611997613 -49.8770821705095]","[0 0]","false"
"6192","1500","0.9","2","1","Normal mean = 0","50","[5.024363581197546 -36.82516730932229]","[0 0]","false"
"6191","1500","0.9","2","1","Normal mean = 0","50","[9.749488266890657 -22.355250133498412]","[0 0]","false"
"6193","1500","0.9","2","1","Normal mean = 0","50","[0.7950668217589214 -27.122214048583572]","[0 0]","false"
"6194","1500","0.9","2","1","Normal mean = 0","50","[19.97613790499814 -42.525065989547564]","[0 0]","false"
"6195","1500","0.9","2","1","Normal mean = 0","50","[-16.276192448412115 34.50301596032075]","[0 0]","false"
"6196","1500","0.9","2","1","Normal mean = 0","50","[-48.06781781870843 2.828481105837308]","[0 0]","false"
"6197","1500","0.9","2","1","Normal mean = 0","50","[-25.650410284565382 10.773897636414215]","[0 0]","false"
"6198","1500","0.9","2","1","Normal mean = 0","50","[-13.357446535267702 1.0205681650305898]","[0 0]","false"
"6199","1500","0.9","2","1","Normal mean = 0","50","[-2.4067894833214956 57.119207769151764]","[0 0]","false"
"6200","1500","0.9","2","1","Normal mean = 0","50","[-111.97405632923444 2.834575502502693]","[0 0]","false"
"6201","1500","0.9","2","1","Normal mean = 0","50","[43.28901105204946 6.320384926137698]","[0 0]","false"
"6202","1500","0.9","2","1","Normal mean = 0","50","[9.973603632285709 -61.45263052955905]","[0 0]","false"
"6203","1500","0.9","2","1","Normal mean = 0","50","[-5.3467754565939245 -15.3445680392662]","[0 0]","false"
"6204","1500","0.9","2","1","Normal mean = 0","50","[18.105401397305016 37.36632679314133]","[0 0]","false"
"6205","1500","0.9","2","1","Normal mean = 0","50","[0.5629288979966113 1.4546029287394726]","[0 0]","false"
"6206","1500","0.9","2","1","Normal mean = 0","50","[-7.745549557379015 -38.68840964690729]","[0 0]","false"
"6207","1500","0.9","2","1","Normal mean = 0","50","[0.615884428270283 -39.46846102010312]","[0 0]","false"
"6208","1500","0.9","2","1","Normal mean = 0","50","[-12.397630651549619 -53.8635448525737]","[0 0]","false"
"6209","1500","0.9","2","1","Normal mean = 0","50","[76.46670072110255 30.47428541447876]","[0 0]","false"
"6210","1500","0.9","2","1","Normal mean = 0","50","[-28.238533064604297 22.71237675563262]","[0 0]","false"
"6211","1500","0.9","2","1","Normal mean = 0","50","[-12.189626731379242 -93.52301510226738]","[0 0]","false"
"6212","1500","0.9","2","1","Normal mean = 0","50","[-17.329493923252592 4.677481004940283]","[0 0]","false"
"6213","1500","0.9","2","1","Normal mean = 0","50","[-5.237288870227937 3.105511520204247]","[0 0]","false"
"6214","1500","0.9","2","1","Normal mean = 0","50","[51.584985525952206 -5.160971750830948]","[0 0]","false"
"6215","1500","0.9","2","1","Normal mean = 0","50","[-7.439309821348488 5.769035589649444]","[0 0]","false"
"6216","1500","0.9","2","1","Normal mean = 0","50","[47.68835144297141 -3.1545187355618634]","[0 0]","false"
"6217","1500","0.9","2","1","Normal mean = 0","50","[-12.234349328828358 -24.6433698354383]","[0 0]","false"
"6218","1500","0.9","2","1","Normal mean = 0","50","[4.910099746852435 32.794885260330794]","[0 0]","false"
"6219","1500","0.9","2","1","Normal mean = 0","50","[-51.56434405416358 24.609750783334064]","[0 0]","false"
"6220","1500","0.9","2","1","Normal mean = 0","50","[-19.137180801757346 -13.122643976554865]","[0 0]","false"
"6221","1500","0.9","2","1","Normal mean = 0","50","[-15.84375116999355 -15.240207714988355]","[0 0]","false"
"6222","1500","0.9","2","1","Normal mean = 0","50","[11.682739867607722 -3.2750751897156185]","[0 0]","false"
"6223","1500","0.9","2","1","Normal mean = 0","50","[-27.299008895464357 -22.633399469225964]","[0 0]","false"
"6224","1500","0.9","2","1","Normal mean = 0","50","[-9.116417726885528 0.5711265790057342]","[0 0]","false"
"6225","1500","0.9","2","1","Normal mean = 0","50","[1.4522566351695605 -16.857619478661412]","[0 0]","false"
"6227","1500","0.9","2","1","Normal mean = 0","50","[-91.44223396339324 -13.816598140351052]","[0 0]","false"
"6226","1500","0.9","2","1","Normal mean = 0","50","[35.128949371946256 -2.5208978221782927]","[0 0]","false"
"6228","1500","0.9","2","1","Normal mean = 0","50","[2.672014334298791 -5.140792208166109]","[0 0]","false"
"6229","1500","0.9","2","1","Normal mean = 0","50","[11.270126080352352 -43.95827227981243]","[0 0]","false"
"6230","1500","0.9","2","1","Normal mean = 0","50","[3.129171528648799 53.97831553044417]","[0 0]","false"
"6231","1500","0.9","2","1","Normal mean = 0","50","[-54.19201440182615 17.111274669556003]","[0 0]","false"
"6232","1500","0.9","2","1","Normal mean = 0","50","[14.34044333092394 7.445175206419315]","[0 0]","false"
"6233","1500","0.9","2","1","Normal mean = 0","50","[33.474765672317666 -5.756493934386321]","[0 0]","false"
"6234","1500","0.9","2","1","Normal mean = 0","50","[-2.508561422174092 0.0659542014773419]","[0 0]","false"
"6235","1500","0.9","2","1","Normal mean = 0","50","[70.32104992217754 19.057921698254912]","[0 0]","false"
"6236","1500","0.9","2","1","Normal mean = 0","50","[-1.627492359192177 -22.231183644802716]","[0 0]","false"
"6237","1500","0.9","2","1","Normal mean = 0","50","[-20.4586695757307 -11.200305797514053]","[0 0]","false"
"6238","1500","0.9","2","1","Normal mean = 0","50","[-13.647965595216231 -12.910760534511745]","[0 0]","false"
"6239","1500","0.9","2","1","Normal mean = 0","50","[-8.56044102341654 19.324251369288895]","[0 0]","false"
"6241","1500","0.9","2","1","Normal mean = 0","50","[-137.03365229918964 -0.7353429390687342]","[0 0]","false"
"6242","1500","0.9","2","1","Normal mean = 0","50","[8.283196412135293 -3.0571534131587894]","[0 0]","false"
"6240","1500","0.9","2","1","Normal mean = 0","50","[-20.848717634246192 1.9668872109919535]","[0 0]","false"
"6243","1500","0.9","2","1","Normal mean = 0","50","[-13.699681293478852 4.012122504985601]","[0 0]","false"
"6244","1500","0.9","2","1","Normal mean = 0","50","[-24.599068920082775 4.537976070200592]","[0 0]","false"
"6245","1500","0.9","2","1","Normal mean = 0","50","[-11.171891833266843 5.231498701907437]","[0 0]","false"
"6246","1500","0.9","2","1","Normal mean = 0","50","[21.24466764436721 -18.16042417621218]","[0 0]","false"
"6247","1500","0.9","2","1","Normal mean = 0","50","[41.34058792574782 -12.62876993541898]","[0 0]","false"
"6248","1500","0.9","2","1","Normal mean = 0","50","[3.560222120056806 -9.044022909900914]","[0 0]","false"
"6249","1500","0.9","2","1","Normal mean = 0","50","[-33.05930121187177 -4.037987415297398]","[0 0]","false"
"6250","1500","0.9","2","1","Normal mean = 0","50","[12.175436963801967 -48.11126855057663]","[0 0]","false"
"6252","1500","0.9","2","1","Normal mean = 0","50","[-29.972383944890097 -4.627649368301989]","[0 0]","false"
"6251","1500","0.9","2","1","Normal mean = 0","50","[-16.09469158384169 -34.77544283678175]","[0 0]","false"
"6253","1500","0.9","2","1","Normal mean = 0","50","[-11.949273633794741 -5.856713169806998]","[0 0]","false"
"6254","1500","0.9","2","1","Normal mean = 0","50","[5.828157384353451 0.4883394380663334]","[0 0]","false"
"6256","1500","0.9","2","1","Normal mean = 0","50","[10.381700463660396 -56.00784291011241]","[0 0]","false"
"6255","1500","0.9","2","1","Normal mean = 0","50","[-70.80823209307903 2.5934770991737555]","[0 0]","false"
"6257","1500","0.9","2","1","Normal mean = 0","50","[11.579578735755838 -117.27647848352427]","[0 0]","false"
"6258","1500","0.9","2","1","Normal mean = 0","50","[-41.68170357106902 -9.75292560627229]","[0 0]","false"
"6259","1500","0.9","2","1","Normal mean = 0","50","[0.6508026411696882 -120.99371470863542]","[0 0]","false"
"6260","1500","0.9","2","1","Normal mean = 0","50","[-0.03751348016392113 -7.731035451020264]","[0 0]","false"
"6261","1500","0.9","2","1","Normal mean = 0","50","[9.59641308191698 8.848449905370721]","[0 0]","false"
"6262","1500","0.9","2","1","Normal mean = 0","50","[7.825580132755058 -4.707237132518682]","[0 0]","false"
"6263","1500","0.9","2","1","Normal mean = 0","50","[-1.0736785121844425 -36.94573425829369]","[0 0]","false"
"6265","1500","0.9","2","1","Normal mean = 0","50","[-20.592255727629436 19.98598778679286]","[0 0]","false"
"6264","1500","0.9","2","1","Normal mean = 0","50","[4.827404637872689 -6.8698545755567375]","[0 0]","false"
"6267","1500","0.9","2","1","Normal mean = 0","50","[25.98785482041268 49.005870634514054]","[0 0]","false"
"6266","1500","0.9","2","1","Normal mean = 0","50","[-23.108229520182164 -16.864427103472345]","[0 0]","false"
"6268","1500","0.9","2","1","Normal mean = 0","50","[4.623445130891348 -24.16061515500975]","[0 0]","false"
"6269","1500","0.9","2","1","Normal mean = 0","50","[-5.268312306087229 -37.42604741587974]","[0 0]","false"
"6270","1500","0.9","2","1","Normal mean = 0","50","[-2.755759175852183 11.768457701283765]","[0 0]","false"
"6271","1500","0.9","2","1","Normal mean = 0","50","[16.359869064309002 19.78274568398877]","[0 0]","false"
"6272","1500","0.9","2","1","Normal mean = 0","50","[-3.2527341421837224 -15.672439139090873]","[0 0]","false"
"6273","1500","0.9","2","1","Normal mean = 0","50","[-6.9348047396702865 36.22994849429171]","[0 0]","false"
"6274","1500","0.9","2","1","Normal mean = 0","50","[11.480233397999546 -21.51607376741239]","[0 0]","false"
"6275","1500","0.9","2","1","Normal mean = 0","50","[23.819093992926508 -8.033754875383853]","[0 0]","false"
"6276","1500","0.9","2","1","Normal mean = 0","50","[55.664675804064686 20.283275346418908]","[0 0]","false"
"6278","1500","0.9","2","1","Normal mean = 0","50","[12.662839719149236 -27.645025439378042]","[0 0]","false"
"6277","1500","0.9","2","1","Normal mean = 0","50","[6.153772504167334 3.189906988181561]","[0 0]","false"
"6280","1500","0.9","2","1","Normal mean = 0","50","[1.5970568819694773 -20.577398619012815]","[0 0]","false"
"6279","1500","0.9","2","1","Normal mean = 0","50","[1.8592825741442067 18.23276344923478]","[0 0]","false"
"6281","1500","0.9","2","1","Normal mean = 0","50","[42.02669074420377 -7.67294165221668]","[0 0]","false"
"6282","1500","0.9","2","1","Normal mean = 0","50","[22.70788317639129 59.97236546311639]","[0 0]","false"
"6283","1500","0.9","2","1","Normal mean = 0","50","[-34.28178170736519 0.5615661225566017]","[0 0]","false"
"6284","1500","0.9","2","1","Normal mean = 0","50","[0.9238458099313238 7.3039456965082765]","[0 0]","false"
"6285","1500","0.9","2","1","Normal mean = 0","50","[14.643902155016898 -21.45014587542868]","[0 0]","false"
"6287","1500","0.9","2","1","Normal mean = 0","50","[2.1612015337434465 -10.926784147971361]","[0 0]","false"
"6286","1500","0.9","2","1","Normal mean = 0","50","[4.672428435745481 -84.95211781654913]","[0 0]","false"
"6288","1500","0.9","2","1","Normal mean = 0","50","[41.31592311469585 9.154536041738718]","[0 0]","false"
"6289","1500","0.9","2","1","Normal mean = 0","50","[-47.164826084115994 -4.078574694804362]","[0 0]","false"
"6293","1500","0.9","2","1","Normal mean = 0","50","[4.310943202131562 -20.41801542683196]","[0 0]","false"
"6292","1500","0.9","2","1","Normal mean = 0","50","[-21.75369490237112 -42.78773973142041]","[0 0]","false"
"6291","1500","0.9","2","1","Normal mean = 0","50","[-2.604560472418328 -53.621455733959806]","[0 0]","false"
"6290","1500","0.9","2","1","Normal mean = 0","50","[-31.93398119878758 12.027943906245923]","[0 0]","false"
"6294","1500","0.9","2","1","Normal mean = 0","50","[24.17767698331158 -51.44826912205761]","[0 0]","false"
"6295","1500","0.9","2","1","Normal mean = 0","50","[-18.2322501889485 12.244816792366342]","[0 0]","false"
"6296","1500","0.9","2","1","Normal mean = 0","50","[41.13669964020531 -4.116620122050998]","[0 0]","false"
"6297","1500","0.9","2","1","Normal mean = 0","50","[-1.398475169307609 25.85825973697409]","[0 0]","false"
"6298","1500","0.9","2","1","Normal mean = 0","50","[-27.827364604751487 -7.723972137548744]","[0 0]","false"
"6299","1500","0.9","2","1","Normal mean = 0","50","[9.24070748537996 24.257973594185565]","[0 0]","false"
"6300","1500","0.9","2","1","Normal mean = 0","50","[1.4645272020647784 10.287460926806368]","[0 0]","false"
"6301","1500","0.9","2","1","Normal mean = 0","50","[6.341610993923909 73.9345036741339]","[0 0]","false"
"6302","1500","0.9","2","1","Normal mean = 0","50","[-28.30076130338873 2.1203957836263947]","[0 0]","false"
"6303","1500","0.9","2","1","Normal mean = 0","50","[6.91583464443306 -2.5136913949556035]","[0 0]","false"
"6304","1500","0.9","2","1","Normal mean = 0","50","[-3.0294788317518324 -63.13802298620042]","[0 0]","false"
"6305","1500","0.9","2","1","Normal mean = 0","50","[-29.739435391196466 -5.2421633154060325]","[0 0]","false"
"6306","1500","0.9","2","1","Normal mean = 0","50","[-49.88773245378403 2.5050643552681677]","[0 0]","false"
"6307","1500","0.9","2","1","Normal mean = 0","50","[-20.289756990320136 -12.207990737325845]","[0 0]","false"
"6308","1500","0.9","2","1","Normal mean = 0","50","[6.3562374047998516 25.3405690136132]","[0 0]","false"
"6309","1500","0.9","2","1","Normal mean = 0","50","[25.602662280784333 -5.365045582280426]","[0 0]","false"
"6310","1500","0.9","2","1","Normal mean = 0","50","[22.17158245467638 -94.22983281608607]","[0 0]","false"
"6311","1500","0.9","2","1","Normal mean = 0","50","[-16.255305794335317 -15.229569103560998]","[0 0]","false"
"6312","1500","0.9","2","1","Normal mean = 0","50","[-18.63872887125234 7.4567797414968044]","[0 0]","false"
"6313","1500","0.9","2","1","Normal mean = 0","50","[-53.43837477125793 0.20075110236270985]","[0 0]","false"
"6316","1500","0.9","2","1","Normal mean = 0","50","[14.007200054540716 8.328984213416266]","[0 0]","false"
"6314","1500","0.9","2","1","Normal mean = 0","50","[29.936545014721414 25.834939568523843]","[0 0]","false"
"6315","1500","0.9","2","1","Normal mean = 0","50","[0.6290478031542281 30.6653694567363]","[0 0]","false"
"6319","1500","0.9","2","1","Normal mean = 0","50","[-5.435678497479841 -6.342904454786911]","[0 0]","false"
"6318","1500","0.9","2","1","Normal mean = 0","50","[-8.028835631562881 25.80244680438029]","[0 0]","false"
"6317","1500","0.9","2","1","Normal mean = 0","50","[17.73424673052631 -18.1591188125413]","[0 0]","false"
