"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/06/2019 10:32:16:004 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","vote-portion-strategic","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"5353","1500","0.7","1","5","1","Normal mean = 0","50","[-5.363187021105071 4.686564243499434 20.282409410771635 27.855903379770538 15.784753995135063]","[5.566252586818694 2.842590876283725 9.335712911266413 -4.2093716304924635 5.184626173490808]","false"
"5355","1500","0.7","1","5","1","Normal mean = 0","50","[27.84631994221106 6.901349260887652 22.45486640506635 -10.734775506197906 -18.68883149675921]","[-8.50120078767852 16.180578213594625 10.87262475585871 5.118518593068748 16.936688925805484]","false"
"5356","1500","0.7","1","5","1","Normal mean = 0","50","[-3.969307711595953 8.14326682736321 -7.908858441048302 -34.57309495611695 18.90807720697474]","[9.146164219952588 4.009677432710296 -0.3372323101249085 4.3117604939103105 -12.432400628954344]","false"
"5357","1500","0.7","1","5","1","Normal mean = 0","50","[-20.14131477415567 -17.695874242487868 0.52476347609001 30.563548437505165 48.927794035883196]","[11.49511339370239 15.69167918793175 1.7824389855287066 -6.020803946654488 -3.678513974830113]","false"
"5358","1500","0.7","1","5","1","Normal mean = 0","50","[21.152482269285635 6.843277522207724 12.558750365418906 5.083997405264633 0.8795212447898065]","[5.84744712086566 -0.7894630179739569 9.74621147488984 -1.7602161040809394 -12.191071027217857]","false"
"5361","1500","0.7","1","5","1","Normal mean = 0","50","[16.565054595322486 11.480496363827939 -29.44593541473859 -24.311998804170404 0.9702211856384153]","[10.880267385611829 1.5435503827823405 12.884206340686468 -3.5134628614741152 -11.32562075915164]","false"
"5359","1500","0.7","1","5","1","Normal mean = 0","50","[-13.940751166471655 2.265548540515021 25.527999062730153 25.003798495819403 -17.475278677509376]","[18.716198711364285 3.4271155384737706 4.912344022869324 4.131648270864996 13.910541630439349]","true"
"5360","1500","0.7","1","5","1","Normal mean = 0","50","[7.405796322951273 -9.622770242719662 17.335998645397108 58.92551640992642 -10.54887294363875]","[8.759840418318628 10.919875725274066 11.34085188060917 9.678185958023024 12.015111445641297]","true"
"5365","1500","0.7","1","5","1","Normal mean = 0","50","[14.56468672132704 18.14004123574502 -4.03689834781268 -1.4055691114506614 -20.514783670364345]","[4.795192973379542 11.624660990718994 -2.4166827504437367 9.072967732096835 22.333459307427773]","false"
"5363","1500","0.7","1","5","1","Normal mean = 0","50","[40.28082945653564 9.424334231242966 -2.2833505679183346 -31.98034256489619 -4.132129623372292]","[9.463536122579738 -8.736600506717439 6.067972335064052 1.9139252344414794 -1.379710297537072]","false"
"5362","1500","0.7","1","5","1","Normal mean = 0","50","[2.2735284246458822 21.557013710552013 13.327424173932688 17.705969839208365 -6.549476546684979]","[-12.701039737734925 9.717585525176846 6.312815011879556 10.996301369659896 -5.906604707121062]","false"
"5364","1500","0.7","1","5","1","Normal mean = 0","50","[38.69773892392495 -30.372733393009543 4.338651247108214 3.1630888821219343 0.9570584010014276]","[11.981004972270432 5.3427656098940295 12.680360264216164 11.195570658645643 7.6637502132764075]","true"
"5366","1500","0.7","1","5","1","Normal mean = 0","50","[-10.035766464530923 74.82301550204767 5.81436652213256 -28.315894411326354 15.220836566204671]","[10.50659313302322 -0.7447433487841013 0.7529169897337913 8.287034368839889 16.199213289566657]","false"
"5367","1500","0.7","1","5","1","Normal mean = 0","50","[20.891288413732838 -71.27647206133463 -15.844591322295466 -15.39855196508196 -5.7294056181359885]","[15.904863939239842 1.6414369618841849 -0.8043288622594679 10.977398179564755 2.035972591181177]","false"
"5368","1500","0.7","1","5","1","Normal mean = 0","50","[5.858602424023489 11.757737485769741 -13.39102256010982 16.05585985695159 1.3404918869042874]","[-3.7279906206805133 15.297824383661988 1.02929649492336 1.240624167592724 -4.902619247602652]","false"
"5370","1500","0.7","1","5","1","Normal mean = 0","50","[1.5667584717219967 -24.041304418497436 10.270380473315097 12.641950123060454 23.670227360029653]","[9.628784302387613 1.9963960346013747 0.7793102742947898 7.567862398913071 -0.8775747159678706]","false"
"5369","1500","0.7","1","5","1","Normal mean = 0","50","[-6.154217114839894 -4.338659048951469 36.73760736195773 20.37416923536588 -14.454048969736181]","[8.859011818761966 7.81356975587836 -0.43317943122123215 -0.6556994999201836 9.799870426429354]","false"
"5371","1500","0.7","1","5","1","Normal mean = 0","50","[8.69718542119872 6.6497698748542975 13.200091210862604 2.003885183278993 1.0527788126528492]","[16.8348600659343 11.724893618044826 -2.3860418956946776 0.23436225873799504 -0.8819865475620985]","false"
"5372","1500","0.7","1","5","1","Normal mean = 0","50","[-14.899681572211932 -1.8977722213767343 -16.923178673578512 -4.490413103771833 5.221040239554078]","[10.972968559426985 10.894717835650194 8.89988059130251 9.047227110890747 0.2008183424395885]","true"
"5373","1500","0.7","1","5","1","Normal mean = 0","50","[61.937548659955645 48.370022097280874 22.73444228510735 41.22935065629762 19.152169574123935]","[0.5235975631863795 4.053582343073552 9.830044033860535 5.935854390286349 8.719289267647879]","true"
"5374","1500","0.7","1","5","1","Normal mean = 0","50","[11.136783199465688 6.564918932534425 -8.856518320089805 -1.190980594983816 -27.213670449308555]","[-1.8608624391383506 -6.658995169125444 -5.276643525855946 -10.213439771562529 4.276886404938061]","false"
"5379","1500","0.7","1","5","1","Normal mean = 0","50","[-19.387813436676844 3.3361916254310593 -25.738555989246247 31.562009319340643 -4.310012870300925]","[3.7419956096436797 -7.047396038967959 6.428901274828446 -2.634589063401585 1.3737260758549916]","false"
"5375","1500","0.7","1","5","1","Normal mean = 0","50","[19.088090803734058 9.938646528316058 13.202271824936462 6.1772023292610045 0.9813036870272911]","[3.71251098723584 -1.0638256797448509 2.034929655525487 2.332811846039613 -7.052996536831845]","false"
"5376","1500","0.7","1","5","1","Normal mean = 0","50","[1.3118359996123987 22.480311181966663 48.756560013373075 45.52190738230481 1.7514465187600157]","[-11.044520627959724 -4.569792436637648 5.818027239598484 -6.339914233105033 1.9886821404666228]","false"
"5378","1500","0.7","1","5","1","Normal mean = 0","50","[17.02109631129955 4.7199697917311125 -7.356697065397054 -44.154425603094495 -19.1511502687414]","[14.449127196563653 8.353942944389171 -1.0765845767910331 8.975203603029145 10.501993384411069]","false"
"5377","1500","0.7","1","5","1","Normal mean = 0","50","[8.05514679272223 -13.464060489662153 -20.168910927130607 -27.42084522406706 -12.130428046090401]","[1.8906104245869855 2.94113211531164 -7.208635946833639 8.65843896499853 3.4575744150265915]","false"
"5381","1500","0.7","1","5","1","Normal mean = 0","50","[23.03760007700296 8.61302529672206 15.961247012661172 -9.007395861479472 -9.148413145069812]","[9.449054923063757 -8.890703419754642 16.726971763136536 -1.535013754199558 1.9244911866621828]","false"
"5382","1500","0.7","1","5","1","Normal mean = 0","50","[-1.673821424329317 13.075087060583506 -38.99593154958396 2.5105543980308775 -4.547514834473131]","[-2.253978657615715 3.5677398838814636 14.756781454065571 6.459808541123633 5.690440227287967]","false"
"5380","1500","0.7","1","5","1","Normal mean = 0","50","[12.303089214282473 1.449731929582291 10.097823236319533 14.933250739729006 7.574902015796866]","[-0.9735736010146975 5.837109916455689 8.213015978842227 9.90927557601168 3.7125399937241816]","false"
"5383","1500","0.7","1","5","1","Normal mean = 0","50","[8.767574609826166 -18.727335972673433 1.2969286103588524 -11.146351555578281 -1.200838660900354]","[1.5204523248293034 -0.5690709808316974 -8.24924727290192 10.653777090869955 -0.8539162113516419]","false"
"5384","1500","0.7","1","5","1","Normal mean = 0","50","[-2.7519689310821787 33.67563243249711 7.172759694206782 -8.121947723176834 11.405783119644079]","[-13.814720083456459 9.570108043518184 7.754610533825162 -4.644344557386904 4.42262201084314]","false"
"5386","1500","0.7","1","5","1","Normal mean = 0","50","[13.331440281755542 8.998706377001556 17.357618182030098 41.08623414960628 -14.00058787970717]","[9.423047398559445 -0.4513497947133715 10.392278017916725 3.8445421227804615 8.215591685208942]","false"
"5387","1500","0.7","1","5","1","Normal mean = 0","50","[-26.361453203113612 24.557884150843314 6.081697139048114 -4.502575376495963 10.536795308899183]","[13.706309821153079 -1.4134284825688275 -1.6479063369309297 7.929578884563003 2.9257356983966316]","false"
"5385","1500","0.7","1","5","1","Normal mean = 0","50","[16.87393540710532 5.17846359148672 -2.3607070704226247 24.584518543191656 15.189319582453388]","[6.90942144664256 -4.061027871511615 0.6658033421349348 1.9912318786289316 -4.781574014391573]","false"
"5388","1500","0.7","1","5","1","Normal mean = 0","50","[9.869487246731017 1.5973139109636854 -3.8290335759938836 51.1769581212241 61.99611798969915]","[6.056246044587836 -12.004764620824174 -2.029960507818238 1.6074684485385684 2.018272539414144]","false"
"5389","1500","0.7","1","5","1","Normal mean = 0","50","[-0.40360822463204693 20.95242584630581 2.9783867500933323 -15.812642433225577 21.83234632946963]","[2.915845520968762 5.565845438670556 10.657666221873589 4.394860266314494 13.614208422262621]","true"
"5392","1500","0.7","1","5","1","Normal mean = 0","50","[-19.916698127357847 1.3430358366811908 23.574099591604355 8.00578605728944 -22.565342226519842]","[-3.0120802468990053 0.001559461995981004 12.419437757253274 1.2963469604475937 -7.737656673532079]","false"
"5391","1500","0.7","1","5","1","Normal mean = 0","50","[0.477396337104559 -4.024997413838688 25.594506026718953 17.901287491796342 21.90016647787787]","[12.844058733433108 14.353541201968671 12.690402211599194 4.853984536060705 2.082653254739066]","true"
"5390","1500","0.7","1","5","1","Normal mean = 0","50","[-0.9613560852283672 4.438883576846832 -63.93554107381368 7.039156103149539 -4.6806553497165995]","[0.26354336985347304 -7.917009907120952 3.705308284772783 -3.0224500206697704 8.734610628392597]","false"
"5394","1500","0.7","1","5","1","Normal mean = 0","50","[-7.982208859669562 41.20463423751571 -4.024910445738601 0.5920766640195976 6.721099211939737]","[0.3557429480416352 9.81126440533539 -6.920393256926196 -9.7747529914207 3.189440663078002]","false"
"5393","1500","0.7","1","5","1","Normal mean = 0","50","[-17.77089899362882 -30.405597506272155 1.9031798598875798 3.6400170019861053 -15.85933902280604]","[6.656969728536058 14.16654497665279 13.082161303265066 -13.212504593990802 4.836566729920687]","false"
"5395","1500","0.7","1","5","1","Normal mean = 0","50","[-1.3126521487943024 -19.70921908252235 23.745170023899092 38.03929029461509 1.0069870322055248]","[-5.3801208482480725 5.014411020783928 16.8881393229841 4.77696672220132 -6.256380432885582]","false"
"5396","1500","0.7","1","5","1","Normal mean = 0","50","[21.846897132112858 14.023155779948276 4.72845171509164 -1.6559873932349147 13.69423016345023]","[10.710196045954643 -3.2528811808587093 10.41663582697479 0.8087651287309656 2.109241317199797]","false"
"5397","1500","0.7","1","5","1","Normal mean = 0","50","[-27.815331820106056 3.2972760352386956 15.05430245949523 16.26246366503932 4.07609892347697]","[12.218677957934132 4.835900808741781 11.689755744150071 8.723963805237997 5.9316918471395805]","true"
"5398","1500","0.7","1","5","1","Normal mean = 0","50","[-15.02681781547047 35.208101769759615 -0.8585385102583906 54.255683407974686 -19.191464825598846]","[4.776078886106033 8.80569372715428 -0.1344532236889418 2.498696694550384 8.567259971147507]","false"
"5399","1500","0.7","1","5","1","Normal mean = 0","50","[-8.62810813406445 5.503990730938196 -12.44424081062373 -4.6469838545996645 21.063166458836772]","[-0.8735992627427389 7.401098437934086 8.016861257316673 12.44862051854519 5.642877640188376]","false"
"5402","1500","0.7","1","5","1","Normal mean = 0","50","[13.309492671202074 1.961675547793546 20.076667622932753 -42.19664495882486 9.784652817723643]","[1.2980637671944042 -3.962249104922537 -9.619869862253855 -2.1328668945001095 -6.40012577563789]","false"
"5400","1500","0.7","1","5","1","Normal mean = 0","50","[-12.108095204445336 26.237900511110702 7.527132749572189 -13.180777577947282 0.8827081980327206]","[18.23417105357225 -0.25953734146589097 -3.9448903735385485 12.057643670849858 -8.017575380748722]","false"
"5403","1500","0.7","1","5","1","Normal mean = 0","50","[3.38183904945471 -9.666857878973222 -7.8339596026394345 26.955269035821843 8.692158733624694]","[12.991666675732935 0.9938006489636584 10.962080970041935 8.299141813092083 12.251853043894089]","true"
"5401","1500","0.7","1","5","1","Normal mean = 0","50","[15.12435937111927 -46.32564772985415 26.65325509632174 -4.5042271152111075 -44.51544284525749]","[13.286667410909804 -0.9044209295045145 1.5297470513454219 10.771919134390187 1.5692286929604629]","false"
"5404","1500","0.7","1","5","1","Normal mean = 0","50","[14.429458102422284 -4.356143058083206 -21.47516586387005 -5.762592305787916 -5.625356971388979]","[-2.776729878541646 -4.634568127061688 4.725164883455974 5.334286229081873 9.505862660717224]","false"
"5407","1500","0.7","1","5","1","Normal mean = 0","50","[-12.409986184935146 1.615290978210277 19.696519695813425 -3.986243635260003 -30.485131171117622]","[-2.6763243312659535 -2.4814070278305724 11.806385794508332 0.32010755191136253 -2.6702385261529797]","false"
"5405","1500","0.7","1","5","1","Normal mean = 0","50","[72.25932995663646 -9.547655590819803 4.8603427221426605 11.493188392653748 11.10022007449329]","[7.4445171514261705 1.159238920491891 1.2912813090361905 6.485111225154928 1.153947428365569]","true"
"5406","1500","0.7","1","5","1","Normal mean = 0","50","[-13.134846449835942 -4.461873443268489 34.007729438053516 -22.30661323037432 52.90228662888681]","[7.600373220400249 8.62405658914174 11.713983361286163 13.482639230583889 -3.1257722928923153]","false"
"5410","1500","0.7","1","5","1","Normal mean = 0","50","[18.22000852084018 -19.46805435924161 -17.438517147281647 -1.8711668680002436 22.80437023473365]","[5.5216941500275265 1.3338606558020019 7.228652862903783 -1.3948788391701714 8.103160858071703]","false"
"5408","1500","0.7","1","5","1","Normal mean = 0","50","[2.3251918643930045 -16.058280422133365 -9.763694902911727 -5.944208607579533 4.003557187702889]","[8.616571704143885 9.256294542393904 3.4639989997544367 -3.823713608242582 -10.539839240512308]","false"
"5409","1500","0.7","1","5","1","Normal mean = 0","50","[12.029239362552781 2.7956720531446724 2.2468078371748157 32.29981843914686 15.905584370525487]","[-3.815440835635204 11.59802429660384 -5.508542872905058 13.641042106499047 7.746233464518]","false"
"5412","1500","0.7","1","5","1","Normal mean = 0","50","[19.1673760857309 -17.30243758166236 -23.205939570161394 48.56854387677806 -6.7306712517610325]","[13.393502460295649 2.611217529464443 6.979993256614421 -2.9146489376109197 7.312094565342349]","false"
"5411","1500","0.7","1","5","1","Normal mean = 0","50","[5.729577582066353 8.386721062294189 0.7547223927391064 -23.13409089717504 20.776941682611838]","[4.182801293704139 5.509846900389348 -15.039156615059818 1.0364010987623757 6.872076491732199]","false"
"5417","1500","0.7","1","5","1","Normal mean = 0","50","[-14.810816033015053 7.8300762508759085 2.9766394850137563 1.7662088933251248 -12.741673221253514]","[-1.365352490104449 21.176762644321308 15.156025196318572 -1.3855068344672958 -3.8652833518623844]","false"
"5413","1500","0.7","1","5","1","Normal mean = 0","50","[3.364987120559756 -6.418409613108151 -0.04673770150931167 4.54574628504377 18.49370166998892]","[9.554391267532393 -7.055802297994953 -11.591916024131846 0.2714898184168829 2.864702094255983]","false"
"5416","1500","0.7","1","5","1","Normal mean = 0","50","[-11.406522081050673 22.333800430669214 0.7427255503886787 -0.15434319583357436 -7.116945847013025]","[5.91282821617393 14.878142750583605 -11.482470511152044 -14.148938385695038 1.0021959881979656]","false"
"5414","1500","0.7","1","5","1","Normal mean = 0","50","[-7.12581957362862 -6.057829305202733 7.360574257442003 2.326548697330439 11.091468341537666]","[2.9935855266935403 6.370000697838119 2.5140767117401444 -3.1933790720573114 0.9242789032203269]","false"
"5415","1500","0.7","1","5","1","Normal mean = 0","50","[5.988813959171638 40.220986256927674 2.33121487371707 4.813714349371117 -28.315355776247408]","[-11.620203403055449 -5.0242325580692615 6.450269388098431 -2.0524244418216178 4.849362723169742]","false"
"5418","1500","0.7","1","5","1","Normal mean = 0","50","[-5.260911682655747 4.561241953604567 -8.623381370192662 -15.13618756004517 -22.98020155187343]","[-5.2215148740198485 4.591225347779736 -2.382008121208774 -10.774857559185437 9.880016429264087]","false"
"5419","1500","0.7","1","5","1","Normal mean = 0","50","[-8.736286906487827 -1.8152338212205192 -32.811503835851966 -5.590218351697793 9.387511981227512]","[15.282083195874659 2.7883400367300464 5.993445504165644 0.38000404414273364 1.9090264355161972]","true"
"5420","1500","0.7","1","5","1","Normal mean = 0","50","[-0.3660386946925642 -2.290837058069124 6.645074369119701 1.1413781584248142 -17.632813558997405]","[1.8285397093785472 -10.280045139640709 2.9314192498409297 0.8368842067219647 7.4418940278206245]","false"
"5422","1500","0.7","1","5","1","Normal mean = 0","50","[-9.75790220098209 -7.985649792148632 -4.535971256402964 1.3661716641210337 -0.7423897677387921]","[2.9889196938874836 6.15544792511575 -1.3936707189896442 -5.3271698735280895 20.072183092390713]","false"
"5421","1500","0.7","1","5","1","Normal mean = 0","50","[2.1918165162387226 -1.8583994607018772 1.7008065479051544 -38.20210283234925 -1.6972063305919833]","[-3.366926114089474 10.720004745017961 4.5213877853900515 8.013269342321609 5.192737390742088]","false"
"5423","1500","0.7","1","5","1","Normal mean = 0","50","[-5.934503890967736 12.61533272229729 -16.070793464725128 -7.84399528703649 26.35931717491615]","[1.3241400919804196 3.8152042048435133 11.817081854620252 9.681893913934038 5.683666563254126]","true"
"5424","1500","0.7","1","5","1","Normal mean = 0","50","[-24.271183505708304 11.03847596287623 -0.8663414584562978 59.40839314334788 -11.097166609281828]","[8.59535075090752 6.541879669415443 0.21021162282442166 -1.9253404401713907 10.721669720192306]","false"
"5425","1500","0.7","1","5","1","Normal mean = 0","50","[52.2727087278135 -9.60484606542015 8.112506294725241 6.267874750183203 12.804499122667018]","[-2.8414578989164525 -5.348452322691041 11.654484670390643 10.363168290037832 6.640962889654052]","false"
"5426","1500","0.7","1","5","1","Normal mean = 0","50","[-10.289464510087154 -11.84172656126167 5.995061055950455 -16.36817450495101 0.17034037813892888]","[3.5700778944593576 1.611149172255966 -4.509109889424684 3.36083164105108 0.8370341465152544]","false"
"5427","1500","0.7","1","5","1","Normal mean = 0","50","[-9.78418688137688 -0.2717616549502724 3.417408481172182 -5.857679835759305 39.21364059155565]","[2.3638490714170146 11.063666071554849 10.174255148012922 2.1618667374417155 5.9012247548159795]","true"
"5428","1500","0.7","1","5","1","Normal mean = 0","50","[4.078025373205948 -53.54707130174099 -2.632616901460466 16.744236852804967 -0.4405129459102811]","[-1.6055278284460364 3.552205108614834 -0.6397421386505385 3.9528663469125433 4.883600046238546]","false"
"5430","1500","0.7","1","5","1","Normal mean = 0","50","[-3.9941059484874315 1.9790503360283314 -10.588779225646643 -1.097476216633066 19.10504000446716]","[4.603125475660419 -0.4879314534188976 0.29117938264215226 2.5108205464803612 14.832256029296918]","false"
"5429","1500","0.7","1","5","1","Normal mean = 0","50","[-12.034326890306936 68.77070540185264 -40.835000376531795 -20.833626623202925 2.0875078762241204]","[1.1999770753503602 4.305093825994389 10.979818873871675 18.074712037541374 -8.76905304756446]","false"
"5431","1500","0.7","1","5","1","Normal mean = 0","50","[17.520412268841294 3.8645493740720562 -2.5363871606258543 23.93400604220492 22.053594858626884]","[5.443331370671484 7.940049474265468 15.324565035704842 2.642052485732721 2.8562877646388443]","true"
"5432","1500","0.7","1","5","1","Normal mean = 0","50","[-52.9243905660756 -10.623661748440773 6.730084535108865 12.844916905558579 -8.371693150758594]","[-0.46525424002436366 3.7294660199659164 7.290733998923583 1.1458772166650777 0.3389399442889458]","false"
"5433","1500","0.7","1","5","1","Normal mean = 0","50","[6.335466772287473 9.340492034040635 12.91702476293995 -60.81637983976695 -6.558477961807375]","[-2.847646055878194 0.9190254605018777 15.75295064539307 2.814138345086099 -0.10485710643807253]","false"
"5435","1500","0.7","1","5","1","Normal mean = 0","50","[-4.152067957592383 6.082501539176902 -20.48828864184003 1.7296742319671699 -12.457043494275473]","[-9.925074924577183 17.396313156650763 4.9612878241669645 7.795740142543715 3.5844236949627835]","false"
"5434","1500","0.7","1","5","1","Normal mean = 0","50","[-0.8562123826578691 -17.40640691871775 -6.562254885799757 -5.34047930187763 -7.822415553969016]","[-4.980376200608652 11.458051615400636 12.648712150763501 10.891573401646886 8.733882328238556]","false"
"5437","1500","0.7","1","5","1","Normal mean = 0","50","[-17.027654260865297 10.583079250325094 -23.789092049125536 -2.833595086893457 10.368113554779761]","[3.302870423711182 3.176017326882981 0.9458105190264606 8.243995806169726 9.741148866686997]","true"
"5436","1500","0.7","1","5","1","Normal mean = 0","50","[-0.4048345585887002 -9.437850430746854 -9.377143650167119 18.609285268752682 16.694827141085007]","[0.21556546757151485 1.618448384930549 -2.0434710240201763 6.66384382853124 11.567477503415123]","false"
"5438","1500","0.7","1","5","1","Normal mean = 0","50","[1.4930831205287223 -5.144140162687845 -11.705393217294931 2.9850555135512686 5.365469976610046]","[7.68246912073007 -1.4627664466716963 2.3018441866742734 9.98291551990448 3.033466074946476]","false"
"5439","1500","0.7","1","5","1","Normal mean = 0","50","[-31.705646080626334 25.480825516911395 25.43988541348083 8.506266243191492 34.193955618079194]","[-2.387380289626212 6.400041626838102 -8.070840939610967 -0.6465604487538726 6.81738907550457]","false"
"5441","1500","0.7","1","5","1","Normal mean = 0","50","[1.8066869353166233 52.80477597186133 -13.764199330130618 7.79445918630253 -13.64624759352136]","[-0.821228859313242 -7.3449664116368165 18.122679904514047 1.7682700427254372 3.2146726315786966]","false"
"5440","1500","0.7","1","5","1","Normal mean = 0","50","[7.644469520391374 -3.9077159941321806 87.50092214373616 0.04177483147840788 25.277050004607545]","[1.2330241528595614 -4.804406237967197 0.9301648884374181 4.444725229075936 3.9390050312252263]","false"
"5444","1500","0.7","1","5","1","Normal mean = 0","50","[1.0729673197411098 3.8608741271326856 -26.96491597702962 18.179241225374636 16.28622151140038]","[-0.7079220063735336 -12.305295903813084 9.414678063243267 11.841387027859584 4.8401229686125875]","false"
"5445","1500","0.7","1","5","1","Normal mean = 0","50","[-15.878408358286224 -9.204781330049494 -7.087296860014143 3.6252899404905445 -33.92465087839473]","[0.31851360489846836 9.75169710955033 0.08585682423248409 13.553366438444481 13.81374221519778]","true"
"5443","1500","0.7","1","5","1","Normal mean = 0","50","[25.71491918176378 18.77687873747045 27.106682305529304 -13.300856295850384 -9.39141381632002]","[5.584678853802876 18.857894475903667 0.8599586607539528 11.467003009634105 13.127568217335904]","true"
"5442","1500","0.7","1","5","1","Normal mean = 0","50","[-15.88786811636253 -9.586752502154331 -5.001892575744314 29.23430271288838 26.747505725876174]","[4.004346407012073 18.53393029581639 -3.384570157288163 9.20988122282142 -2.4407681271033828]","false"
"5446","1500","0.7","1","5","1","Normal mean = 0","50","[-9.080638864698672 36.01525381095043 2.94864551296211 -6.610209385113701 15.11950114426353]","[3.904955081585861 3.496469761179164 4.64749362813014 13.939067632863837 9.279799083188616]","true"
"5447","1500","0.7","1","5","1","Normal mean = 0","50","[8.977527427702018 -4.187431178712527 -26.07187761956835 1.251125760532102 -9.904536630424582]","[8.568974764077904 4.886413344453276 20.880047374688697 3.8563189968934046 -0.013117600361725157]","false"
"5448","1500","0.7","1","5","1","Normal mean = 0","50","[-10.265473941594935 -7.172548698487046 -10.41322729423794 -0.335363076294925 34.597911926581055]","[3.546431338622857 1.9497566879351131 -8.574270069747445 -12.58418863986269 8.606279435927917]","false"
"5449","1500","0.7","1","5","1","Normal mean = 0","50","[21.183179816148844 24.750059950553954 5.538198787753685 -28.974748240649795 -6.224238553048866]","[16.648230688345887 5.868814496723208 2.71180076767026 2.8557252744172104 -7.036230030413703]","false"
"5451","1500","0.7","1","5","1","Normal mean = 0","50","[-14.845225963019717 -28.606976125863312 14.915695540317309 21.29639820575462 6.3499672637166364]","[5.307166201861803 0.5291777811434448 15.797714856593226 6.475506792628106 -8.508322294132908]","false"
"5450","1500","0.7","1","5","1","Normal mean = 0","50","[20.529772162130694 -39.861814667650826 21.276106023410296 -9.712834664188858 -24.27876762241699]","[4.518959542764668 -4.189954246757246 12.796059404386694 16.97517299139135 8.963387029488478]","false"
"5453","1500","0.7","1","5","1","Normal mean = 0","50","[42.06609041196732 5.318708534112385 -40.59930864236482 8.16649501556454 -4.867552490198633]","[18.145512109475803 6.176085868059391 -1.7042551059466873 12.977465604601191 2.8013178460702206]","false"
"5454","1500","0.7","1","5","1","Normal mean = 0","50","[-6.3319854907874875 9.303545352814487 -12.435445142488375 -1.1210562078599295 5.965272741520954]","[2.3377377926038836 2.0544044434311486 8.075732200768527 4.3002437999794685 12.400800914629869]","true"
"5452","1500","0.7","1","5","1","Normal mean = 0","50","[5.019887582964378 -33.98132306766404 7.782779761653388 -4.814878023444276 -6.788927865830035]","[-6.227172942207025 -2.9797066961829115 -8.831645129699439 -1.9119154363161481 3.9185399320937617]","false"
"5455","1500","0.7","1","5","1","Normal mean = 0","50","[0.2439629878050123 12.637399323149726 -2.715497656236409 -48.27618299322887 0.6488861695864547]","[8.117238433489842 1.8214986460377762 3.633636258816046 7.338486812510772 2.718704739880541]","true"
"5458","1500","0.7","1","5","1","Normal mean = 0","50","[5.518137912680793 26.00663131781281 -16.862294157437844 13.776072313789394 10.666741196726644]","[-7.783501428709931 1.2616729975453687 3.736810519975895 12.000271132925787 -0.7110536176309038]","false"
"5456","1500","0.7","1","5","1","Normal mean = 0","50","[8.549093012879917 -21.85617347912079 14.92518620499354 -13.866166899939284 0.25821369530140936]","[-0.6407624038722712 0.46413326445147407 13.538295255168785 6.8660557426727316 -2.6985931429628884]","false"
"5457","1500","0.7","1","5","1","Normal mean = 0","50","[-5.6110373791216865 -20.885923047013573 9.30250460871789 8.469414939289855 -12.449969153737982]","[-1.564741959018157 15.512474023028867 -2.772144413194891 0.07511192758799265 13.04161569113205]","false"
"5459","1500","0.7","1","5","1","Normal mean = 0","50","[6.853157613158173 -37.45376977489911 -9.205502950437495 3.038300639894325 40.00280636774313]","[3.889370992025531 -2.2140320482540576 5.8006986205176645 14.611910911536707 7.7096842513039885]","false"
"5460","1500","0.7","1","5","1","Normal mean = 0","50","[5.628374626178192 9.545557050194114 6.043856977687524 15.079338662076033 -23.067432731289383]","[8.281952125464047 13.017340857948147 -0.8660924293414637 4.373860911423826 -0.8059011403683888]","false"
"5462","1500","0.7","1","5","1","Normal mean = 0","50","[8.290384402662601 1.0995085300469536 -16.348218761726525 -8.466832413696133 4.232707808493271]","[7.451920124681507 7.242073988087309 0.46228261318516484 0.3559287242591891 3.332391779741106]","true"
"5461","1500","0.7","1","5","1","Normal mean = 0","50","[6.7730723109540785 -7.206539875413719 -5.446351023997259 22.828855104557782 -6.880295881973771]","[10.515669533321438 10.135367036825834 2.2281094685093303 6.917886918317584 1.9910509457914476]","true"
"5464","1500","0.7","1","5","1","Normal mean = 0","50","[11.24918447540905 -0.6459557237384417 16.649145311427358 -2.5564449805276332 14.815516043631945]","[1.2268636310328276 12.519458970697102 9.768250303590825 2.204180776002832 15.423391810027876]","true"
"5467","1500","0.7","1","5","1","Normal mean = 0","50","[9.40690311589314 17.596707453154792 -4.284156177659631 -25.997214793239454 -16.439903687592864]","[3.354991100232252 5.497168185217989 -1.4107096411125963 0.9321674571260609 4.504617500992862]","false"
"5463","1500","0.7","1","5","1","Normal mean = 0","50","[-19.970106999460143 -6.0506104381384676 47.075741405388506 -3.194134918791702 8.203482508641166]","[1.9061047921825598 12.442053684443007 11.594861921511319 -0.5726499930450414 0.4763122526997364]","false"
"5468","1500","0.7","1","5","1","Normal mean = 0","50","[10.99303356987667 11.719702842488156 27.17046856508313 20.71041731254617 18.37631843651347]","[-5.161786933453886 -4.663735635064177 5.278328191386284 11.993151456677134 2.8517845807345275]","false"
"5466","1500","0.7","1","5","1","Normal mean = 0","50","[20.743329705428735 -51.94106091954524 -7.491312726624631 -10.17996070899726 17.828994506321457]","[14.510403844197414 3.6746184328844667 -4.701973758694104 8.678754226402143 -3.249304807211295]","false"
