"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting-DynamicPivotality.nlogo"
"Is payoff > 0 for a varied p?"
"07/02/2019 14:58:23:971 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","40"
"[run number]","number-of-voters","marginal-pivotality","voice-credits-given-per-tick","stdev-of-utilities","limit-votes?","variance-of-perceived-pivotality","mean-of-utilities","[step]","precision variance-of-perceived-pivotality 4","sum-of-votes","sum-of-utilities","payoff >= 0"
"1021","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1021","1000","0.4","0","5","false","0.65","0","1","0.156","5.420840513670328","187.5575913344869","true"
"1022","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1022","1000","0.4","0","5","false","0.65","0","1","0.156","74.13142612637478","237.63282120155816","true"
"1023","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1023","1000","0.4","0","5","false","0.65","0","1","0.156","121.24540536595998","44.42560383820488","true"
"1024","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1024","1000","0.4","0","5","false","0.65","0","1","0.156","24.676391659520846","17.44223354160501","true"
"1025","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1026","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1025","1000","0.4","0","5","false","0.65","0","1","0.156","-141.49896716361775","-280.2350589165277","true"
"1026","1000","0.4","0","5","false","0.65","0","1","0.156","228.79151368782266","19.60843638285461","true"
"1027","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1027","1000","0.4","0","5","false","0.65","0","1","0.156","73.79672819429243","10.295509154413004","true"
"1028","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1028","1000","0.4","0","5","false","0.65","0","1","0.156","105.95048158480813","405.5957727901215","true"
"1030","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1030","1000","0.4","0","5","false","0.65","0","1","0.156","175.07792252229603","316.4887933298943","true"
"1029","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1029","1000","0.4","0","5","false","0.65","0","1","0.156","68.43901322782062","132.18456816187768","true"
"1031","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1031","1000","0.4","0","5","false","0.65","0","1","0.156","22.140233149462006","-113.71003800993098","false"
"1032","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1032","1000","0.4","0","5","false","0.65","0","1","0.156","164.02811528652433","140.25702218287446","true"
"1033","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1033","1000","0.4","0","5","false","0.65","0","1","0.156","-123.75923785027464","-233.88011448832222","true"
"1034","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1034","1000","0.4","0","5","false","0.65","0","1","0.156","-117.83663330115166","-111.37855361845762","true"
"1035","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1035","1000","0.4","0","5","false","0.65","0","1","0.156","-39.137627569732786","173.38890859979324","false"
"1036","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1036","1000","0.4","0","5","false","0.65","0","1","0.156","-158.01001634491854","-135.3507270984362","true"
"1037","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1037","1000","0.4","0","5","false","0.65","0","1","0.156","-21.3150233811582","-111.32919503864561","true"
"1038","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1038","1000","0.4","0","5","false","0.65","0","1","0.156","-124.33127634991615","-71.1284585523231","true"
"1039","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1039","1000","0.4","0","5","false","0.65","0","1","0.156","-122.16203303866337","-10.000342415845203","true"
"1040","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1040","1000","0.4","0","5","false","0.65","0","1","0.156","-74.12291157952313","46.8036322711072","false"
"1041","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1041","1000","0.4","0","5","false","0.65","0","1","0.156","49.815488960295625","205.22920756904236","true"
"1042","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1042","1000","0.4","0","5","false","0.65","0","1","0.156","-172.48221718275954","-236.21450185073323","true"
"1043","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1043","1000","0.4","0","5","false","0.65","0","1","0.156","14.39681823139415","-60.63483003251864","false"
"1044","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1044","1000","0.4","0","5","false","0.65","0","1","0.156","107.38913167595126","240.7976894725757","true"
"1045","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1045","1000","0.4","0","5","false","0.65","0","1","0.156","-76.58355918840448","-3.8586436794600565","true"
"1046","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1046","1000","0.4","0","5","false","0.65","0","1","0.156","-29.594888244609933","-42.25831746330346","true"
"1047","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1047","1000","0.4","0","5","false","0.65","0","1","0.156","35.25570271902973","135.54962143330394","true"
"1048","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1048","1000","0.4","0","5","false","0.65","0","1","0.156","98.31377540299445","171.25237114657006","true"
"1049","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1049","1000","0.4","0","5","false","0.65","0","1","0.156","-30.380153746718634","47.835471406880366","false"
"1050","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1050","1000","0.4","0","5","false","0.65","0","1","0.156","-223.6147843434519","-133.96993987548376","true"
"1051","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1051","1000","0.4","0","5","false","0.65","0","1","0.156","43.501681280649905","72.73070242915844","true"
"1052","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1052","1000","0.4","0","5","false","0.65","0","1","0.156","-96.65581224270431","-112.58384481304012","true"
"1053","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1053","1000","0.4","0","5","false","0.65","0","1","0.156","22.099955605000446","90.95657405221978","true"
"1054","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1054","1000","0.4","0","5","false","0.65","0","1","0.156","93.96432002853385","28.32602193057771","true"
"1055","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1055","1000","0.4","0","5","false","0.65","0","1","0.156","46.332836489425745","31.71079783779017","true"
"1056","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1056","1000","0.4","0","5","false","0.65","0","1","0.156","-67.97144742877094","-10.235930826902173","true"
"1057","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1057","1000","0.4","0","5","false","0.65","0","1","0.156","89.04300608892981","-44.936538129472716","false"
"1059","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1058","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1059","1000","0.4","0","5","false","0.65","0","1","0.156","57.38545375249248","-18.897110590959862","false"
"1058","1000","0.4","0","5","false","0.65","0","1","0.156","26.583269443253016","-12.933787010565522","false"
"1060","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1060","1000","0.4","0","5","false","0.65","0","1","0.156","-27.43863977698402","-208.00325323560992","true"
"1061","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1061","1000","0.4","0","5","false","0.65","0","1","0.156","160.97445164319015","231.41529344962242","true"
"1062","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1062","1000","0.4","0","5","false","0.65","0","1","0.156","136.43002993414643","86.3840380748723","true"
"1063","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1063","1000","0.4","0","5","false","0.65","0","1","0.156","-138.63696432354493","-198.5512070283603","true"
"1064","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1064","1000","0.4","0","5","false","0.65","0","1","0.156","-102.21832893036026","-168.8976619557812","true"
"1065","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1065","1000","0.4","0","5","false","0.65","0","1","0.156","-1.628728856594762","-46.503166615940955","true"
"1067","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1066","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1067","1000","0.4","0","5","false","0.65","0","1","0.156","37.20261750595955","-16.55902158013722","false"
"1066","1000","0.4","0","5","false","0.65","0","1","0.156","-46.48033557770634","-177.41524355477367","true"
"1068","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1068","1000","0.4","0","5","false","0.65","0","1","0.156","-17.452906373018777","75.80759541962811","false"
"1069","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1069","1000","0.4","0","5","false","0.65","0","1","0.156","-45.15351969422261","69.92364763462213","false"
"1070","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1071","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1070","1000","0.4","0","5","false","0.65","0","1","0.156","-149.46587441970644","-271.5195974021535","true"
"1071","1000","0.4","0","5","false","0.65","0","1","0.156","13.506688905032547","-128.38815552823186","false"
"1072","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1072","1000","0.4","0","5","false","0.65","0","1","0.156","106.00440143069898","106.82386475036809","true"
"1073","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1073","1000","0.4","0","5","false","0.65","0","1","0.156","137.11096060405328","315.3935057646592","true"
"1075","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1075","1000","0.4","0","5","false","0.65","0","1","0.156","48.99284532957665","32.70875312362826","true"
"1074","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1074","1000","0.4","0","5","false","0.65","0","1","0.156","-70.9771399666156","-262.0269897811454","true"
"1076","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1076","1000","0.4","0","5","false","0.65","0","1","0.156","124.83074155140832","222.83788622447176","true"
"1077","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1077","1000","0.4","0","5","false","0.65","0","1","0.156","103.38763666353361","361.19788148710666","true"
"1078","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1078","1000","0.4","0","5","false","0.65","0","1","0.156","-88.27652135404821","-132.31915878048738","true"
"1079","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1079","1000","0.4","0","5","false","0.65","0","1","0.156","95.37419577814433","181.04236976437923","true"
"1080","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1080","1000","0.4","0","5","false","0.65","0","1","0.156","32.22707362548476","-37.68183617684488","false"
"1081","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1081","1000","0.4","0","5","false","0.65","0","1","0.156","-64.14125998459144","5.75697247236051","false"
"1082","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1082","1000","0.4","0","5","false","0.65","0","1","0.156","-46.572434071736666","68.26570488219346","false"
"1083","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1083","1000","0.4","0","5","false","0.65","0","1","0.156","-139.2012898743908","-159.52207122995836","true"
"1084","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1084","1000","0.4","0","5","false","0.65","0","1","0.156","-62.71560773942474","21.32748098312903","false"
"1085","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1085","1000","0.4","0","5","false","0.65","0","1","0.156","-115.8381390531074","117.10012708840213","false"
"1086","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1086","1000","0.4","0","5","false","0.65","0","1","0.156","168.52310456558325","180.43450973225717","true"
"1087","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1087","1000","0.4","0","5","false","0.65","0","1","0.156","68.0299146527725","41.89436838023058","true"
"1088","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1088","1000","0.4","0","5","false","0.65","0","1","0.156","-1.1762177259804503","-20.37414527269238","true"
"1089","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1089","1000","0.4","0","5","false","0.65","0","1","0.156","11.358572619907136","47.06700106521713","true"
"1090","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1090","1000","0.4","0","5","false","0.65","0","1","0.156","-70.39989382072667","-171.94309453520154","true"
"1091","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1091","1000","0.4","0","5","false","0.65","0","1","0.156","-32.87252585718011","40.50596900714182","false"
"1092","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1093","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1092","1000","0.4","0","5","false","0.65","0","1","0.156","35.64743094012067","-7.5682440926906605","false"
"1093","1000","0.4","0","5","false","0.65","0","1","0.156","-153.96281708442052","-0.15250436005548196","true"
"1094","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1094","1000","0.4","0","5","false","0.65","0","1","0.156","17.42485887832322","0.3345287657681846","true"
"1095","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1095","1000","0.4","0","5","false","0.65","0","1","0.156","72.21695834699153","88.3365442131939","true"
"1096","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1096","1000","0.4","0","5","false","0.65","0","1","0.156","76.71695641112206","129.34275732080044","true"
"1097","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1097","1000","0.4","0","5","false","0.65","0","1","0.156","-27.379070263324365","-123.71937340436058","true"
"1098","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1098","1000","0.4","0","5","false","0.65","0","1","0.156","-15.736738599824662","17.94795640301276","false"
"1099","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1099","1000","0.4","0","5","false","0.65","0","1","0.156","-81.44102648998694","-22.7648637600337","true"
"1100","1000","0.4","0","5","false","0.65","0","0","0.156","0","0","true"
"1100","1000","0.4","0","5","false","0.65","0","1","0.156","-131.09177476313062","12.013135680768373","false"
"1101","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1101","1000","0.4","0","5","false","0.85","0","1","0.204","140.63484249067153","175.7964374358619","true"
"1102","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1102","1000","0.4","0","5","false","0.85","0","1","0.204","-49.316863575757","-17.469468177812203","true"
"1103","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1103","1000","0.4","0","5","false","0.85","0","1","0.204","90.53600817432869","112.70733421092083","true"
"1104","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1104","1000","0.4","0","5","false","0.85","0","1","0.204","-31.310281416923658","100.39273713261613","false"
"1105","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1105","1000","0.4","0","5","false","0.85","0","1","0.204","21.5642533453356","34.377741182060646","true"
"1106","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1106","1000","0.4","0","5","false","0.85","0","1","0.204","-59.59770143279104","-58.35494916803236","true"
"1107","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1107","1000","0.4","0","5","false","0.85","0","1","0.204","-225.85057660945597","-414.3704717772158","true"
"1108","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1108","1000","0.4","0","5","false","0.85","0","1","0.204","55.56550708666214","21.24425139518243","true"
"1109","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1109","1000","0.4","0","5","false","0.85","0","1","0.204","40.91112416177043","149.3676910541157","true"
"1110","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1110","1000","0.4","0","5","false","0.85","0","1","0.204","25.59047688618989","54.005853312313434","true"
"1111","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1111","1000","0.4","0","5","false","0.85","0","1","0.204","147.5278078620164","212.70263037333513","true"
"1112","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1112","1000","0.4","0","5","false","0.85","0","1","0.204","127.54622189885822","265.60712683542897","true"
"1113","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1113","1000","0.4","0","5","false","0.85","0","1","0.204","-26.604523297733294","-17.61099470341494","true"
"1114","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1114","1000","0.4","0","5","false","0.85","0","1","0.204","42.6131634885794","74.52019706129254","true"
"1115","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1115","1000","0.4","0","5","false","0.85","0","1","0.204","4.893001477869575","52.306619430933814","true"
"1116","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1116","1000","0.4","0","5","false","0.85","0","1","0.204","145.34594473150617","-197.63886225304643","false"
"1118","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1118","1000","0.4","0","5","false","0.85","0","1","0.204","-181.69132080593351","-187.2778753935718","true"
"1117","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1117","1000","0.4","0","5","false","0.85","0","1","0.204","-27.00876427770936","-9.143000963441196","true"
"1119","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1119","1000","0.4","0","5","false","0.85","0","1","0.204","-10.272761909854353","-18.475330243211754","true"
"1120","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1120","1000","0.4","0","5","false","0.85","0","1","0.204","25.11673938326703","59.06769087694896","true"
"1122","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1122","1000","0.4","0","5","false","0.85","0","1","0.204","90.18259630423108","246.13616591917497","true"
"1121","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1121","1000","0.4","0","5","false","0.85","0","1","0.204","120.20809369988774","310.58243982020434","true"
"1123","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1124","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1123","1000","0.4","0","5","false","0.85","0","1","0.204","-24.693574681503264","19.20574114233481","false"
"1124","1000","0.4","0","5","false","0.85","0","1","0.204","-147.82631878662392","-263.1208472516978","true"
"1126","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1126","1000","0.4","0","5","false","0.85","0","1","0.204","250.92161051859057","153.94341262727127","true"
"1125","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1125","1000","0.4","0","5","false","0.85","0","1","0.204","-25.807250460325236","-92.62739797375237","true"
"1128","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1128","1000","0.4","0","5","false","0.85","0","1","0.204","-104.45303024389864","-34.75084437605293","true"
"1127","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1127","1000","0.4","0","5","false","0.85","0","1","0.204","-26.095189054329126","-90.8470208548899","true"
"1129","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1130","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1130","1000","0.4","0","5","false","0.85","0","1","0.204","90.27357163655552","-60.85495121668352","false"
"1129","1000","0.4","0","5","false","0.85","0","1","0.204","64.81554046002373","-89.7681639342831","false"
"1131","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1132","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1132","1000","0.4","0","5","false","0.85","0","1","0.204","-73.877909532898","-135.06860443645715","true"
"1131","1000","0.4","0","5","false","0.85","0","1","0.204","39.96412287667249","36.26817273247079","true"
"1133","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1133","1000","0.4","0","5","false","0.85","0","1","0.204","5.972362300011014","33.67503898758966","true"
"1134","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1134","1000","0.4","0","5","false","0.85","0","1","0.204","21.05787333521755","-151.25430535871618","false"
"1135","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1135","1000","0.4","0","5","false","0.85","0","1","0.204","-35.277735420759996","-134.2860390671076","true"
"1136","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1136","1000","0.4","0","5","false","0.85","0","1","0.204","-112.21396956564593","-152.9951500819056","true"
"1137","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1138","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1137","1000","0.4","0","5","false","0.85","0","1","0.204","-47.330226583992044","-1.9465337351608647","true"
"1138","1000","0.4","0","5","false","0.85","0","1","0.204","-27.373227630138445","-322.81404821585267","true"
"1139","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1139","1000","0.4","0","5","false","0.85","0","1","0.204","-134.9483493408676","-76.96565527053896","true"
"1140","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1140","1000","0.4","0","5","false","0.85","0","1","0.204","-0.8211740615101917","-138.19737945788773","true"
"1141","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1141","1000","0.4","0","5","false","0.85","0","1","0.204","-129.76234405521348","-65.58789873862898","true"
"1142","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1142","1000","0.4","0","5","false","0.85","0","1","0.204","6.0638660893577025","49.314839731420044","true"
"1143","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1143","1000","0.4","0","5","false","0.85","0","1","0.204","-56.41240197616912","45.51460298474017","false"
"1144","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1144","1000","0.4","0","5","false","0.85","0","1","0.204","40.55682323531812","-127.49248460313767","false"
"1145","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1145","1000","0.4","0","5","false","0.85","0","1","0.204","121.61142275335897","300.62408130988484","true"
"1146","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1146","1000","0.4","0","5","false","0.85","0","1","0.204","-36.217237786162855","85.32805810720052","false"
"1147","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1147","1000","0.4","0","5","false","0.85","0","1","0.204","-89.71070601226234","-171.85499244577832","true"
"1148","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1148","1000","0.4","0","5","false","0.85","0","1","0.204","65.71992427821283","178.11501096523344","true"
"1150","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1149","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1149","1000","0.4","0","5","false","0.85","0","1","0.204","163.75278322008398","36.17054918559945","true"
"1150","1000","0.4","0","5","false","0.85","0","1","0.204","119.38906296177026","-91.81359273578609","false"
"1152","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1152","1000","0.4","0","5","false","0.85","0","1","0.204","67.26214865013503","10.904169674036496","true"
"1151","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1151","1000","0.4","0","5","false","0.85","0","1","0.204","113.78718677317897","341.4627354175728","true"
"1154","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1153","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1154","1000","0.4","0","5","false","0.85","0","1","0.204","13.956488936473988","5.0195891231704115","true"
"1153","1000","0.4","0","5","false","0.85","0","1","0.204","-47.11308796490425","-31.84552499890309","true"
"1155","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1155","1000","0.4","0","5","false","0.85","0","1","0.204","61.80233342339079","86.74801998114656","true"
"1156","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1156","1000","0.4","0","5","false","0.85","0","1","0.204","-5.729359156013743","-181.9291264272355","true"
"1157","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1157","1000","0.4","0","5","false","0.85","0","1","0.204","-25.2102586316239","40.447628211625116","false"
"1158","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1158","1000","0.4","0","5","false","0.85","0","1","0.204","-22.96511619235298","-95.65692491785154","true"
"1159","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1160","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1159","1000","0.4","0","5","false","0.85","0","1","0.204","42.76721557383655","107.33213676575807","true"
"1160","1000","0.4","0","5","false","0.85","0","1","0.204","-94.43543240196823","142.44242548668763","false"
"1161","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1161","1000","0.4","0","5","false","0.85","0","1","0.204","174.69115164243885","81.27028939493029","true"
"1162","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1162","1000","0.4","0","5","false","0.85","0","1","0.204","101.44727425865517","-12.824473070316047","false"
"1163","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1163","1000","0.4","0","5","false","0.85","0","1","0.204","21.232658157030073","96.9933469418309","true"
"1164","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1164","1000","0.4","0","5","false","0.85","0","1","0.204","-17.817749553551153","105.05636896715748","false"
"1165","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1165","1000","0.4","0","5","false","0.85","0","1","0.204","110.80565578386688","26.39258048238191","true"
"1166","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1166","1000","0.4","0","5","false","0.85","0","1","0.204","-4.629320974040297","3.603628535647383","false"
"1167","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1167","1000","0.4","0","5","false","0.85","0","1","0.204","86.37899330904384","13.22621527158614","true"
"1168","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1168","1000","0.4","0","5","false","0.85","0","1","0.204","66.47891147641633","-6.542864627162458","false"
"1169","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1170","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1170","1000","0.4","0","5","false","0.85","0","1","0.204","-86.4223992579532","-46.674805712122016","true"
"1169","1000","0.4","0","5","false","0.85","0","1","0.204","-19.884046652803363","17.322062122246212","false"
"1171","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1171","1000","0.4","0","5","false","0.85","0","1","0.204","-39.236156682507385","82.79258759283871","false"
"1172","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1172","1000","0.4","0","5","false","0.85","0","1","0.204","-72.17016683526515","-373.05872873347715","true"
"1173","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1174","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1173","1000","0.4","0","5","false","0.85","0","1","0.204","-64.01413063246719","-65.33724605484248","true"
"1174","1000","0.4","0","5","false","0.85","0","1","0.204","81.29595973512585","231.24550905229728","true"
"1175","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1175","1000","0.4","0","5","false","0.85","0","1","0.204","21.009121767458737","54.924289673582265","true"
"1176","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1176","1000","0.4","0","5","false","0.85","0","1","0.204","-107.90847922931619","-70.36924287270737","true"
"1177","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1177","1000","0.4","0","5","false","0.85","0","1","0.204","-179.75874787235284","-447.1608857267141","true"
"1178","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1178","1000","0.4","0","5","false","0.85","0","1","0.204","-39.76882301030378","-143.4056966308701","true"
"1179","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1179","1000","0.4","0","5","false","0.85","0","1","0.204","58.6350443727041","249.95152086392986","true"
"1180","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1180","1000","0.4","0","5","false","0.85","0","1","0.204","151.17193644372503","160.82651300514385","true"
"1181","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
"1181","1000","0.4","0","5","false","0.85","0","1","0.204","-190.2624497950086","-167.83711259709486","true"
"1183","1000","0.4","0","5","false","0.85","0","0","0.204","0","0","true"
